id_integration,id_etudiant,qualite_relation_camarades,niveau_integration_sociale,isolement_social,victime_harcelement,type_harcelement,pair_ayant_decroche_avant,qualite_relation_enseignants,beneficie_soutien_camarades,beneficie_soutien_enseignants,participation_activites_campus
344,344,Neutre,Élevé,0,0,Aucun,0,Mauvaise,1,1,Jamais
345,345,Très mauvaise,Faible,1,0,Verbal,0,Très bonne,0,1,Rarement
346,346,Très bonne,Moyen,1,0,Aucun,0,Bonne,0,1,Rarement
347,347,Bonne,Moyen,1,0,Aucun,0,Très bonne,1,0,Parfois
348,348,Neutre,Faible,0,0,Aucun,0,Très bonne,1,0,Souvent
349,349,Bonne,Élevé,0,0,Aucun,0,Neutre,1,1,Parfois
350,350,Bonne,Très élevé,0,0,Aucun,1,Très bonne,1,0,Souvent
351,351,Neutre,Faible,0,0,Aucun,1,Bonne,1,1,Souvent
352,352,Neutre,Élevé,1,0,Aucun,1,Très bonne,1,0,Parfois
353,353,Neutre,Élevé,1,0,Aucun,1,Neutre,1,0,Parfois
354,354,Mauvaise,Moyen,0,0,Aucun,0,Neutre,0,0,Rarement
355,355,Bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Jamais
356,356,Bonne,Faible,1,0,Aucun,1,Bonne,1,0,Souvent
357,357,Très bonne,Moyen,0,0,Aucun,0,Bonne,0,1,Parfois
358,358,Neutre,Faible,0,0,Aucun,0,Bonne,0,1,Rarement
359,359,Bonne,Moyen,0,0,Aucun,1,Neutre,0,1,Souvent
360,360,Très bonne,Faible,0,0,Aucun,0,Neutre,1,0,Jamais
361,361,Neutre,Faible,0,0,Aucun,1,Neutre,0,1,Souvent
362,362,Bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Souvent
363,363,Bonne,Moyen,0,0,Aucun,1,Neutre,1,0,Parfois
364,364,Mauvaise,Moyen,1,0,Aucun,1,Bonne,1,0,Rarement
365,365,Neutre,Élevé,1,0,Aucun,0,Neutre,1,0,Rarement
366,366,Bonne,Moyen,0,0,Aucun,0,Bonne,0,1,Souvent
367,367,Mauvaise,Très élevé,0,0,Aucun,0,Très bonne,1,1,Souvent
368,368,Très bonne,Faible,0,0,Aucun,0,Bonne,1,0,Jamais
369,369,Bonne,Faible,0,0,Aucun,0,Neutre,1,1,Parfois
370,370,Neutre,Moyen,1,0,Aucun,0,Bonne,1,1,Souvent
371,371,Bonne,Très élevé,0,0,Aucun,0,Très bonne,0,1,Rarement
372,372,Neutre,Élevé,0,1,Moral,0,Très bonne,1,1,Parfois
373,373,Bonne,Élevé,0,0,Aucun,0,Neutre,0,1,Parfois
374,374,Bonne,Moyen,0,0,Aucun,0,Neutre,1,0,Souvent
375,375,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Souvent
376,376,Neutre,Faible,0,0,Verbal,0,Très bonne,1,1,Parfois
377,377,Neutre,Élevé,0,0,Aucun,0,Bonne,0,1,Parfois
378,378,Neutre,Très faible,0,0,Aucun,0,Bonne,0,0,Rarement
379,379,Neutre,Moyen,1,0,Verbal,0,Bonne,1,1,Souvent
380,380,Bonne,Élevé,0,0,Aucun,0,Bonne,1,1,Jamais
381,381,Bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Rarement
382,382,Neutre,Élevé,0,1,Aucun,0,Neutre,0,0,Parfois
383,383,Très bonne,Très élevé,0,0,Aucun,1,Très bonne,1,0,Rarement
384,384,Mauvaise,Moyen,0,0,Aucun,1,Bonne,1,0,Jamais
385,385,Bonne,Faible,0,0,Aucun,0,Neutre,1,0,Rarement
386,386,Très mauvaise,Moyen,0,0,Aucun,0,Neutre,1,0,Parfois
387,387,Bonne,Très élevé,0,0,Aucun,0,Très bonne,1,0,Jamais
388,388,Bonne,Très élevé,1,0,Aucun,0,Bonne,0,0,Parfois
389,389,Neutre,Élevé,0,0,Aucun,0,Neutre,0,0,Rarement
390,390,Très bonne,Élevé,0,0,Aucun,1,Très bonne,0,0,Jamais
391,391,Bonne,Très faible,0,0,Aucun,0,Très mauvaise,0,0,Parfois
392,392,Neutre,Moyen,0,0,Verbal,0,Bonne,0,1,Parfois
393,393,Neutre,Faible,0,0,Aucun,0,Bonne,1,0,Parfois
394,394,Très mauvaise,Faible,0,0,Aucun,0,Neutre,1,0,Souvent
395,395,Très bonne,Moyen,0,0,Aucun,1,Très bonne,0,1,Souvent
396,396,Neutre,Élevé,0,0,Aucun,1,Bonne,1,0,Rarement
397,397,Neutre,Très élevé,0,0,Aucun,1,Neutre,0,1,Rarement
398,398,Très bonne,Élevé,0,0,Aucun,0,Neutre,1,0,Parfois
399,399,Neutre,Très élevé,0,0,Aucun,1,Neutre,0,0,Souvent
400,400,Mauvaise,Élevé,0,0,Aucun,0,Très mauvaise,1,0,Souvent
401,401,Bonne,Très faible,1,0,Aucun,0,Neutre,1,1,Parfois
402,402,Très bonne,Élevé,0,0,Aucun,0,Neutre,1,0,Rarement
403,403,Bonne,Élevé,0,1,Aucun,0,Bonne,1,0,Souvent
404,404,Très bonne,Élevé,0,0,Aucun,0,Très mauvaise,0,0,Parfois
405,405,Bonne,Moyen,0,0,Aucun,1,Bonne,1,1,Rarement
406,406,Bonne,Faible,0,0,Aucun,0,Très bonne,1,0,Jamais
407,407,Très bonne,Moyen,0,0,Aucun,0,Neutre,1,0,Souvent
408,408,Mauvaise,Élevé,0,0,Aucun,0,Neutre,1,1,Souvent
409,409,Bonne,Élevé,0,0,Aucun,0,Bonne,1,1,Rarement
410,410,Bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Souvent
411,411,Bonne,Élevé,0,0,Aucun,0,Très bonne,1,0,Jamais
412,412,Bonne,Moyen,1,0,Aucun,0,Bonne,0,0,Parfois
413,413,Neutre,Faible,0,0,Aucun,0,Neutre,0,0,Rarement
414,414,Bonne,Très faible,0,0,Aucun,1,Très mauvaise,0,1,Parfois
415,415,Bonne,Élevé,0,0,Aucun,0,Très bonne,1,0,Rarement
416,416,Très bonne,Élevé,0,0,Aucun,0,Très mauvaise,1,1,Souvent
417,417,Bonne,Élevé,0,0,Aucun,0,Mauvaise,1,0,Rarement
418,418,Neutre,Très faible,0,0,Aucun,1,Très bonne,1,0,Rarement
419,419,Bonne,Élevé,0,0,Aucun,0,Mauvaise,0,0,Jamais
420,420,Très bonne,Moyen,0,0,Aucun,0,Neutre,1,0,Souvent
421,421,Très bonne,Faible,0,0,Aucun,0,Neutre,1,0,Rarement
422,422,Bonne,Moyen,0,0,Verbal,0,Bonne,0,1,Rarement
423,423,Bonne,Faible,0,0,Aucun,1,Bonne,1,1,Rarement
424,424,Très bonne,Faible,0,0,Verbal,1,Neutre,1,1,Parfois
425,425,Bonne,Élevé,0,0,Aucun,1,Neutre,0,0,Parfois
426,426,Bonne,Élevé,0,0,Aucun,1,Bonne,1,0,Rarement
427,427,Neutre,Très faible,1,0,Aucun,1,Neutre,0,1,Souvent
428,428,Très bonne,Moyen,0,0,Aucun,0,Très bonne,0,1,Souvent
429,429,Très bonne,Moyen,1,0,Aucun,0,Bonne,0,0,Jamais
430,430,Neutre,Moyen,0,0,Aucun,1,Très bonne,0,1,Souvent
431,431,Neutre,Élevé,0,0,Aucun,0,Bonne,1,1,Rarement
432,432,Très mauvaise,Élevé,0,0,Aucun,0,Neutre,1,1,Parfois
433,433,Bonne,Élevé,0,0,Aucun,0,Mauvaise,0,1,Parfois
434,434,Bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Souvent
435,435,Neutre,Très élevé,0,0,Aucun,0,Bonne,1,1,Rarement
436,436,Neutre,Moyen,0,0,Aucun,0,Très mauvaise,1,0,Parfois
437,437,Mauvaise,Élevé,0,0,Aucun,0,Bonne,0,1,Souvent
438,438,Bonne,Faible,0,0,Aucun,0,Bonne,1,1,Souvent
439,439,Neutre,Très faible,0,0,Aucun,1,Très bonne,1,0,Souvent
440,440,Bonne,Très élevé,0,0,Aucun,0,Bonne,1,0,Parfois
441,441,Bonne,Moyen,0,0,Verbal,0,Mauvaise,1,1,Parfois
442,442,Neutre,Très faible,0,0,Aucun,0,Très bonne,0,0,Jamais
443,443,Très bonne,Moyen,0,0,Aucun,1,Très bonne,0,0,Rarement
444,444,Neutre,Très élevé,0,0,Aucun,0,Neutre,0,1,Parfois
445,445,Neutre,Faible,0,0,Aucun,0,Bonne,1,0,Parfois
446,446,Neutre,Moyen,1,0,Aucun,0,Mauvaise,1,1,Rarement
447,447,Neutre,Faible,0,0,Aucun,1,Bonne,0,1,Souvent
448,448,Très bonne,Très faible,0,0,Aucun,0,Mauvaise,1,0,Jamais
449,449,Très bonne,Très élevé,0,0,Aucun,1,Neutre,1,0,Parfois
450,450,Bonne,Moyen,0,0,Aucun,0,Neutre,1,0,Jamais
451,451,Bonne,Faible,0,0,Aucun,0,Très bonne,0,1,Parfois
452,452,Mauvaise,Moyen,0,0,Aucun,1,Neutre,1,0,Rarement
453,453,Mauvaise,Élevé,0,0,Aucun,0,Bonne,1,0,Rarement
454,454,Bonne,Moyen,1,0,Aucun,0,Neutre,0,0,Parfois
455,455,Bonne,Très élevé,0,0,Aucun,0,Neutre,0,0,Parfois
456,456,Très bonne,Faible,0,0,Aucun,1,Très bonne,0,0,Rarement
457,457,Très bonne,Moyen,1,0,Aucun,1,Très bonne,0,0,Parfois
458,458,Neutre,Très élevé,1,0,Aucun,0,Très mauvaise,1,1,Rarement
459,459,Bonne,Moyen,0,0,Aucun,1,Très bonne,1,0,Rarement
460,460,Mauvaise,Moyen,0,0,Aucun,0,Très bonne,0,0,Souvent
461,461,Bonne,Très élevé,1,0,Aucun,0,Très mauvaise,1,0,Parfois
462,462,Bonne,Faible,0,0,Aucun,0,Neutre,0,1,Parfois
463,463,Très bonne,Élevé,0,0,Aucun,1,Bonne,1,1,Rarement
464,464,Mauvaise,Moyen,0,0,Aucun,0,Très bonne,1,0,Rarement
465,465,Très mauvaise,Élevé,0,0,Aucun,0,Bonne,0,1,Jamais
466,466,Neutre,Faible,0,0,Aucun,0,Neutre,1,0,Rarement
467,467,Neutre,Moyen,0,0,Aucun,1,Bonne,0,1,Parfois
468,468,Bonne,Très élevé,0,0,Aucun,1,Bonne,0,0,Souvent
469,469,Très bonne,Très élevé,0,0,Aucun,0,Neutre,0,1,Rarement
470,470,Bonne,Faible,1,0,Aucun,0,Neutre,1,0,Souvent
471,471,Neutre,Élevé,0,0,Aucun,0,Neutre,0,0,Jamais
472,472,Neutre,Très faible,0,0,Aucun,0,Neutre,1,0,Parfois
473,473,Bonne,Moyen,0,0,Aucun,0,Très bonne,0,1,Jamais
474,474,Bonne,Élevé,0,0,Aucun,0,Bonne,0,1,Souvent
475,475,Bonne,Élevé,0,0,Aucun,1,Bonne,1,0,Parfois
476,476,Bonne,Très élevé,0,0,Aucun,0,Bonne,0,0,Rarement
477,477,Bonne,Moyen,0,0,Aucun,0,Très bonne,0,0,Souvent
478,478,Neutre,Très élevé,0,0,Aucun,1,Bonne,1,1,Jamais
479,479,Neutre,Faible,0,0,Aucun,0,Mauvaise,1,0,Rarement
480,480,Mauvaise,Faible,1,0,Aucun,1,Neutre,0,0,Jamais
481,481,Très bonne,Très élevé,0,0,Aucun,0,Bonne,1,0,Parfois
482,482,Très bonne,Très faible,1,0,Aucun,1,Bonne,1,1,Parfois
483,483,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Rarement
484,484,Très bonne,Très faible,0,0,Aucun,0,Neutre,0,0,Souvent
485,485,Mauvaise,Faible,0,0,Aucun,1,Très bonne,0,1,Rarement
486,486,Bonne,Élevé,0,0,Aucun,1,Bonne,1,0,Rarement
487,487,Neutre,Moyen,0,0,Aucun,0,Neutre,1,1,Rarement
488,488,Neutre,Moyen,1,0,Aucun,0,Bonne,0,1,Rarement
489,489,Neutre,Faible,1,0,Aucun,0,Neutre,1,1,Parfois
490,490,Neutre,Élevé,1,0,Aucun,1,Neutre,0,0,Souvent
491,491,Bonne,Faible,0,0,Aucun,0,Très bonne,0,1,Rarement
492,492,Neutre,Élevé,1,0,Aucun,0,Bonne,0,1,Jamais
493,493,Mauvaise,Moyen,0,0,Aucun,1,Mauvaise,1,0,Parfois
494,494,Mauvaise,Faible,0,0,Aucun,1,Bonne,1,0,Rarement
495,495,Bonne,Faible,0,0,Aucun,0,Bonne,1,0,Parfois
496,496,Bonne,Élevé,0,0,Aucun,0,Bonne,1,1,Parfois
497,497,Bonne,Élevé,0,0,Aucun,0,Très bonne,0,1,Souvent
498,498,Bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Parfois
499,499,Bonne,Élevé,0,0,Aucun,0,Bonne,0,0,Parfois
500,500,Bonne,Élevé,0,0,Aucun,1,Neutre,1,0,Parfois
501,501,Neutre,Moyen,0,0,Aucun,0,Neutre,0,1,Rarement
502,502,Très bonne,Très élevé,0,0,Aucun,1,Très bonne,0,0,Souvent
503,503,Bonne,Moyen,0,0,Aucun,0,Neutre,0,1,Rarement
504,504,Très bonne,Moyen,0,0,Aucun,0,Neutre,1,1,Jamais
505,505,Neutre,Élevé,0,0,Aucun,0,Bonne,1,0,Parfois
506,506,Neutre,Élevé,0,0,Moral,0,Neutre,0,0,Parfois
507,507,Bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Jamais
508,508,Très bonne,Moyen,0,0,Aucun,1,Neutre,1,1,Rarement
509,509,Très bonne,Moyen,0,0,Aucun,0,Bonne,1,1,Jamais
510,510,Bonne,Faible,1,0,Aucun,1,Neutre,0,0,Parfois
511,511,Neutre,Faible,0,0,Aucun,0,Neutre,1,1,Jamais
512,512,Neutre,Élevé,0,0,Aucun,0,Bonne,1,1,Parfois
513,513,Bonne,Moyen,0,0,Aucun,0,Très bonne,0,1,Parfois
514,514,Très bonne,Élevé,0,0,Aucun,0,Très bonne,1,0,Souvent
515,515,Bonne,Moyen,0,0,Aucun,0,Très bonne,1,0,Parfois
516,516,Mauvaise,Moyen,0,0,Aucun,0,Bonne,0,0,Souvent
517,517,Très bonne,Très élevé,0,0,Aucun,1,Très bonne,1,1,Rarement
518,518,Neutre,Élevé,0,0,Aucun,0,Bonne,1,0,Rarement
519,519,Bonne,Moyen,0,0,Aucun,0,Mauvaise,0,1,Rarement
520,520,Bonne,Élevé,0,0,Aucun,0,Mauvaise,1,0,Parfois
521,521,Bonne,Élevé,0,1,Aucun,0,Mauvaise,1,0,Souvent
522,522,Neutre,Moyen,0,0,Aucun,0,Neutre,0,1,Rarement
523,523,Bonne,Élevé,0,0,Aucun,0,Neutre,0,0,Rarement
524,524,Très mauvaise,Très élevé,0,0,Aucun,0,Bonne,1,1,Jamais
525,525,Très bonne,Élevé,1,0,Aucun,1,Bonne,1,0,Rarement
526,526,Mauvaise,Moyen,0,0,Verbal,0,Neutre,0,0,Rarement
527,527,Très mauvaise,Faible,0,1,Aucun,0,Mauvaise,1,1,Rarement
528,528,Bonne,Moyen,0,0,Aucun,1,Très bonne,0,1,Rarement
529,529,Neutre,Élevé,0,0,Aucun,0,Neutre,1,1,Souvent
530,530,Très bonne,Moyen,0,1,Cyberharcèlement,0,Bonne,0,0,Parfois
531,531,Bonne,Élevé,1,1,Verbal,0,Très bonne,1,1,Parfois
532,532,Mauvaise,Faible,0,0,Aucun,1,Mauvaise,1,0,Souvent
533,533,Très bonne,Faible,0,0,Moral,0,Très bonne,0,0,Rarement
534,534,Bonne,Moyen,0,0,Aucun,0,Très bonne,1,0,Jamais
535,535,Bonne,Moyen,0,0,Aucun,0,Très bonne,0,0,Rarement
536,536,Mauvaise,Faible,1,0,Aucun,0,Mauvaise,1,1,Souvent
537,537,Mauvaise,Élevé,0,0,Aucun,0,Bonne,0,1,Jamais
538,538,Très bonne,Très élevé,0,0,Aucun,1,Bonne,1,0,Souvent
539,539,Très bonne,Faible,0,0,Aucun,1,Bonne,0,0,Souvent
540,540,Bonne,Très élevé,0,0,Aucun,1,Très bonne,1,0,Jamais
541,541,Bonne,Élevé,0,0,Aucun,1,Très bonne,1,0,Souvent
542,542,Neutre,Élevé,0,0,Aucun,1,Très bonne,0,0,Rarement
543,543,Neutre,Très faible,0,0,Aucun,0,Bonne,0,0,Souvent
544,544,Très bonne,Élevé,0,0,Aucun,0,Bonne,0,0,Souvent
545,545,Neutre,Très faible,0,0,Aucun,0,Neutre,0,1,Souvent
546,546,Neutre,Élevé,0,0,Aucun,0,Neutre,1,0,Jamais
547,547,Neutre,Très élevé,0,0,Aucun,0,Bonne,0,0,Parfois
548,548,Mauvaise,Moyen,1,0,Aucun,0,Très mauvaise,0,0,Souvent
549,549,Bonne,Très faible,0,0,Verbal,0,Bonne,1,0,Rarement
550,550,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,1,Souvent
551,551,Neutre,Moyen,0,0,Aucun,0,Mauvaise,1,1,Parfois
552,552,Très mauvaise,Très élevé,0,0,Aucun,0,Neutre,1,1,Parfois
553,553,Bonne,Faible,1,0,Aucun,0,Très bonne,1,0,Jamais
554,554,Très bonne,Élevé,1,1,Aucun,0,Bonne,0,0,Parfois
555,555,Neutre,Moyen,0,0,Cyberharcèlement,0,Bonne,1,0,Rarement
556,556,Mauvaise,Moyen,0,0,Aucun,1,Très mauvaise,0,0,Rarement
557,557,Neutre,Faible,0,0,Cyberharcèlement,0,Bonne,0,1,Rarement
558,558,Mauvaise,Moyen,0,0,Aucun,0,Neutre,1,1,Souvent
559,559,Bonne,Très élevé,0,0,Aucun,1,Très bonne,1,1,Rarement
560,560,Bonne,Très faible,0,0,Aucun,0,Bonne,0,0,Parfois
561,561,Bonne,Élevé,1,0,Aucun,0,Bonne,0,1,Rarement
562,562,Très bonne,Faible,0,0,Aucun,0,Bonne,0,0,Parfois
563,563,Neutre,Élevé,0,0,Aucun,0,Neutre,1,1,Jamais
564,564,Neutre,Moyen,0,0,Cyberharcèlement,0,Très mauvaise,0,0,Parfois
565,565,Mauvaise,Très élevé,0,0,Aucun,1,Bonne,0,0,Souvent
566,566,Bonne,Élevé,1,0,Aucun,0,Mauvaise,1,1,Rarement
567,567,Bonne,Très élevé,1,0,Moral,0,Neutre,1,0,Parfois
568,568,Neutre,Faible,0,0,Aucun,0,Mauvaise,1,1,Rarement
569,569,Très bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Parfois
570,570,Mauvaise,Très élevé,0,0,Aucun,0,Neutre,1,0,Rarement
571,571,Mauvaise,Moyen,0,0,Cyberharcèlement,0,Neutre,0,0,Jamais
572,572,Neutre,Très élevé,1,0,Aucun,0,Très bonne,0,0,Parfois
573,573,Bonne,Faible,0,0,Aucun,0,Très mauvaise,0,1,Souvent
574,574,Neutre,Élevé,0,0,Aucun,0,Neutre,1,1,Souvent
575,575,Neutre,Très faible,0,1,Aucun,0,Très bonne,0,1,Souvent
576,576,Mauvaise,Élevé,0,0,Aucun,0,Neutre,0,0,Rarement
577,577,Neutre,Élevé,0,0,Moral,1,Neutre,0,0,Parfois
578,578,Bonne,Très élevé,0,0,Aucun,0,Neutre,1,0,Souvent
579,579,Bonne,Élevé,0,0,Aucun,0,Neutre,1,0,Souvent
580,580,Très bonne,Élevé,1,0,Aucun,1,Très bonne,1,0,Rarement
581,581,Neutre,Très élevé,0,0,Aucun,1,Bonne,0,0,Jamais
582,582,Neutre,Élevé,0,0,Aucun,0,Neutre,1,1,Souvent
583,583,Neutre,Très faible,0,0,Aucun,0,Bonne,0,0,Jamais
584,584,Bonne,Élevé,0,0,Aucun,1,Neutre,1,0,Parfois
585,585,Bonne,Faible,1,0,Aucun,0,Mauvaise,1,1,Rarement
586,586,Neutre,Élevé,0,0,Aucun,0,Neutre,0,0,Souvent
587,587,Bonne,Moyen,0,0,Aucun,0,Très mauvaise,1,0,Rarement
588,588,Très bonne,Moyen,1,0,Aucun,0,Mauvaise,0,0,Parfois
589,589,Bonne,Élevé,0,0,Aucun,1,Mauvaise,1,0,Souvent
590,590,Neutre,Très élevé,0,0,Aucun,0,Très bonne,0,1,Rarement
591,591,Neutre,Moyen,0,0,Aucun,0,Très bonne,0,0,Jamais
592,592,Bonne,Élevé,0,1,Aucun,0,Neutre,0,0,Jamais
593,593,Très bonne,Moyen,0,0,Aucun,1,Très bonne,1,1,Jamais
594,594,Très bonne,Moyen,0,0,Aucun,0,Neutre,0,1,Souvent
595,595,Très bonne,Très élevé,0,0,Aucun,1,Très bonne,0,0,Rarement
596,596,Très bonne,Faible,0,0,Aucun,0,Bonne,1,1,Souvent
597,597,Mauvaise,Moyen,0,0,Aucun,1,Neutre,0,0,Rarement
598,598,Bonne,Très élevé,1,0,Aucun,0,Mauvaise,0,0,Jamais
599,599,Mauvaise,Moyen,0,0,Aucun,1,Bonne,1,1,Souvent
600,600,Bonne,Moyen,0,0,Aucun,0,Mauvaise,1,0,Parfois
601,601,Bonne,Moyen,0,0,Aucun,0,Très bonne,1,0,Rarement
602,602,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,1,Rarement
603,603,Bonne,Moyen,0,0,Aucun,0,Mauvaise,0,0,Rarement
604,604,Très bonne,Élevé,0,0,Aucun,1,Neutre,0,0,Souvent
605,605,Mauvaise,Très faible,1,0,Cyberharcèlement,1,Neutre,1,1,Jamais
606,606,Neutre,Élevé,1,0,Aucun,0,Neutre,0,1,Jamais
607,607,Neutre,Très élevé,0,0,Aucun,1,Bonne,1,1,Jamais
608,608,Très bonne,Élevé,0,0,Aucun,0,Neutre,0,1,Souvent
609,609,Très bonne,Moyen,0,0,Aucun,0,Très bonne,1,0,Parfois
610,610,Bonne,Moyen,0,0,Aucun,0,Neutre,0,1,Souvent
611,611,Mauvaise,Faible,0,0,Aucun,1,Bonne,1,1,Rarement
612,612,Bonne,Moyen,0,0,Aucun,1,Bonne,1,1,Rarement
613,613,Bonne,Moyen,0,0,Aucun,0,Mauvaise,0,1,Souvent
614,614,Bonne,Faible,0,0,Aucun,0,Très bonne,1,0,Parfois
615,615,Bonne,Moyen,0,0,Verbal,0,Mauvaise,1,0,Rarement
616,616,Bonne,Très faible,0,0,Aucun,1,Très bonne,1,0,Souvent
617,617,Très bonne,Très élevé,0,1,Aucun,0,Très mauvaise,1,1,Rarement
618,618,Neutre,Moyen,0,0,Aucun,0,Très bonne,0,1,Souvent
619,619,Très bonne,Moyen,0,0,Aucun,0,Neutre,0,1,Rarement
620,620,Bonne,Très faible,1,0,Verbal,0,Neutre,1,0,Souvent
621,621,Très mauvaise,Faible,0,0,Aucun,1,Bonne,0,1,Parfois
622,622,Très bonne,Très élevé,1,0,Aucun,0,Bonne,0,0,Jamais
623,623,Bonne,Faible,1,0,Aucun,0,Bonne,1,0,Rarement
624,624,Très bonne,Faible,0,0,Aucun,0,Neutre,1,1,Souvent
625,625,Très bonne,Faible,0,0,Aucun,0,Bonne,1,0,Rarement
626,626,Très bonne,Très élevé,0,0,Aucun,0,Neutre,0,0,Parfois
627,627,Neutre,Faible,1,0,Aucun,1,Mauvaise,1,0,Parfois
628,628,Neutre,Élevé,0,0,Aucun,1,Neutre,0,1,Souvent
629,629,Neutre,Faible,1,0,Aucun,0,Neutre,1,0,Souvent
630,630,Bonne,Très faible,0,0,Cyberharcèlement,0,Neutre,0,0,Jamais
631,631,Très bonne,Très élevé,1,0,Aucun,0,Bonne,1,0,Parfois
632,632,Bonne,Moyen,0,0,Aucun,0,Très bonne,0,1,Jamais
633,633,Bonne,Faible,1,0,Aucun,0,Très bonne,1,0,Jamais
634,634,Très bonne,Très faible,0,0,Aucun,0,Mauvaise,0,0,Rarement
635,635,Neutre,Faible,0,0,Aucun,0,Très mauvaise,0,0,Souvent
636,636,Bonne,Faible,0,0,Aucun,0,Bonne,0,0,Parfois
637,637,Très bonne,Moyen,0,0,Aucun,1,Très bonne,0,0,Parfois
638,638,Mauvaise,Faible,1,0,Aucun,0,Très bonne,1,1,Rarement
639,639,Neutre,Moyen,0,0,Aucun,1,Neutre,1,0,Parfois
640,640,Bonne,Très élevé,0,0,Aucun,0,Bonne,1,1,Jamais
641,641,Très mauvaise,Très élevé,1,0,Aucun,0,Très mauvaise,0,0,Parfois
642,642,Très bonne,Faible,1,0,Aucun,1,Neutre,0,0,Rarement
643,643,Très bonne,Très élevé,1,0,Aucun,0,Bonne,0,1,Rarement
644,644,Très mauvaise,Faible,0,0,Aucun,1,Bonne,1,0,Rarement
645,645,Bonne,Très élevé,1,0,Aucun,1,Très bonne,0,1,Jamais
646,646,Neutre,Très élevé,0,0,Aucun,0,Neutre,1,1,Parfois
647,647,Bonne,Élevé,0,0,Aucun,1,Bonne,0,0,Souvent
648,648,Mauvaise,Très élevé,0,0,Aucun,0,Bonne,0,0,Rarement
649,649,Neutre,Moyen,0,0,Aucun,0,Neutre,0,1,Rarement
650,650,Bonne,Élevé,0,0,Aucun,0,Très bonne,0,1,Parfois
651,651,Très bonne,Élevé,0,0,Aucun,0,Très bonne,1,0,Jamais
652,652,Neutre,Très élevé,0,0,Aucun,0,Très bonne,1,0,Jamais
653,653,Neutre,Élevé,0,0,Aucun,1,Bonne,1,0,Rarement
654,654,Neutre,Faible,0,0,Aucun,0,Bonne,0,1,Rarement
655,655,Bonne,Faible,0,0,Aucun,0,Bonne,1,0,Jamais
656,656,Bonne,Très faible,1,0,Aucun,0,Bonne,0,1,Souvent
657,657,Bonne,Élevé,1,0,Aucun,0,Neutre,0,1,Souvent
658,658,Bonne,Élevé,0,0,Aucun,0,Bonne,0,1,Rarement
659,659,Bonne,Moyen,0,0,Aucun,1,Très bonne,1,0,Parfois
660,660,Neutre,Moyen,0,0,Aucun,0,Très bonne,0,0,Souvent
661,661,Très bonne,Moyen,0,0,Cyberharcèlement,0,Très mauvaise,0,0,Parfois
662,662,Très mauvaise,Très faible,0,0,Moral,0,Bonne,1,0,Rarement
663,663,Bonne,Moyen,0,0,Aucun,1,Très bonne,0,0,Jamais
664,664,Neutre,Très élevé,1,0,Aucun,0,Très bonne,0,0,Rarement
665,665,Neutre,Très élevé,0,0,Aucun,0,Bonne,0,1,Rarement
666,666,Bonne,Faible,0,0,Aucun,0,Très bonne,1,1,Jamais
667,667,Très bonne,Élevé,1,0,Aucun,0,Neutre,0,0,Rarement
668,668,Neutre,Faible,0,0,Aucun,0,Bonne,0,0,Rarement
669,669,Mauvaise,Élevé,0,0,Aucun,1,Très mauvaise,0,1,Parfois
670,670,Très bonne,Faible,0,0,Aucun,1,Bonne,1,0,Parfois
671,671,Bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Jamais
672,672,Bonne,Moyen,0,0,Aucun,1,Bonne,0,1,Parfois
673,673,Bonne,Élevé,1,0,Aucun,0,Neutre,0,0,Parfois
674,674,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Parfois
675,675,Bonne,Moyen,0,0,Aucun,0,Neutre,1,0,Rarement
676,676,Très mauvaise,Très faible,0,0,Aucun,0,Très bonne,1,0,Jamais
677,677,Neutre,Élevé,1,0,Aucun,0,Mauvaise,1,0,Rarement
678,678,Neutre,Très élevé,0,0,Verbal,0,Neutre,0,1,Souvent
679,679,Mauvaise,Faible,0,0,Aucun,0,Bonne,1,0,Rarement
680,680,Neutre,Moyen,0,0,Aucun,1,Très mauvaise,1,0,Parfois
681,681,Mauvaise,Moyen,1,0,Aucun,1,Mauvaise,1,1,Parfois
682,682,Neutre,Moyen,0,0,Aucun,0,Neutre,0,1,Rarement
683,683,Bonne,Élevé,0,0,Aucun,1,Mauvaise,1,0,Parfois
684,684,Bonne,Faible,0,0,Aucun,0,Bonne,1,1,Jamais
685,685,Mauvaise,Très élevé,0,0,Aucun,1,Bonne,1,0,Parfois
686,686,Bonne,Élevé,0,0,Aucun,0,Très bonne,1,1,Parfois
687,687,Neutre,Faible,0,0,Aucun,0,Neutre,0,1,Rarement
688,688,Très bonne,Élevé,0,0,Aucun,0,Très bonne,1,0,Jamais
