id_difficulte,id_etudiant,maitrise_metier_etudiant,difficulte_adaptation_methodes,difficulte_taille_groupes,interet_lecture_ecriture,frequence_etude_lecons,attente_veille_examens,participation_examens_semestriels,passé_scolaire_difficile,decrochage_anterieur_sec_prim,difficultes_pedagogiques_specifiques
307,307,Moyenne,Modérée,0,Moyen,Régulièrement,0,Tous,0,0,Aucune
308,308,Bonne,Modérée,0,Moyen,Intensivement,0,La plupart,0,0,Gestion du stress
309,309,Mauvaise,Légère,1,Faible,Intensivement,0,Tous,0,0,Mémorisation
310,310,Moyenne,Légère,0,Faible,Parfois,0,Tous,1,1,Aucune
311,311,Très bonne,Légère,0,Faible,Régulièrement,0,Tous,0,0,Aucune
312,312,Moyenne,Modérée,1,Moyen,Rarement,0,Aucun,1,1,Aucune
313,313,Bonne,Légère,1,Élevé,Jamais,1,Tous,0,0,Organisation du travail
314,314,Mauvaise,Légère,1,Moyen,Régulièrement,0,Tous,0,0,Aucune
315,315,Mauvaise,Aucune,1,Élevé,Parfois,0,Tous,0,0,Aucune
316,316,Très mauvaise,Légère,0,Moyen,Parfois,1,Tous,0,0,Compréhension des cours
317,317,Bonne,Légère,0,Faible,Parfois,1,Tous,0,0,Expression écrite
318,318,Moyenne,Légère,1,Élevé,Régulièrement,1,Tous,0,0,Aucune
319,319,Moyenne,Sévère,1,Élevé,Jamais,1,Aucun,0,0,Compréhension des cours
320,320,Moyenne,Sévère,1,Moyen,Jamais,1,La plupart,0,0,Gestion du stress
321,321,Mauvaise,Modérée,1,Élevé,Parfois,1,Tous,0,0,Organisation du travail
322,322,Très mauvaise,Modérée,1,Faible,Rarement,1,Tous,0,0,Aucune
323,323,Bonne,Modérée,0,Élevé,Intensivement,0,Tous,0,0,Expression écrite
324,324,Très bonne,Légère,1,Élevé,Rarement,1,Tous,0,0,Aucune
325,325,Bonne,Modérée,1,Faible,Régulièrement,0,La plupart,0,0,Compréhension des cours
326,326,Mauvaise,Légère,1,Faible,Rarement,1,Tous,0,0,Aucune
327,327,Bonne,Légère,0,Faible,Rarement,1,Tous,0,0,Compréhension des cours
328,328,Très bonne,Modérée,0,Élevé,Intensivement,0,Tous,0,0,Aucune
329,329,Moyenne,Sévère,0,Moyen,Intensivement,1,La plupart,0,0,Aucune
330,330,Très bonne,Modérée,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
331,331,Très bonne,Légère,0,Élevé,Intensivement,0,La plupart,0,0,Aucune
332,332,Bonne,Légère,1,Élevé,Rarement,0,Tous,0,0,Aucune
333,333,Mauvaise,Légère,0,Élevé,Rarement,1,La plupart,0,0,Aucune
334,334,Très bonne,Sévère,1,Moyen,Rarement,1,Tous,0,0,Aucune
335,335,Bonne,Légère,0,Élevé,Intensivement,0,Tous,1,0,Organisation du travail
336,336,Très bonne,Aucune,0,Élevé,Régulièrement,0,La plupart,0,0,Expression écrite
337,337,Moyenne,Aucune,1,Moyen,Régulièrement,1,La plupart,0,0,Organisation du travail
338,338,Moyenne,Aucune,0,Élevé,Régulièrement,0,Tous,0,0,Compréhension des cours
339,339,Moyenne,Légère,0,Faible,Parfois,0,Aucun,0,0,Expression écrite
340,340,Bonne,Aucune,0,Moyen,Parfois,0,Tous,0,0,Mémorisation
341,341,Bonne,Sévère,0,Moyen,Rarement,0,La plupart,1,0,Mémorisation
342,342,Mauvaise,Sévère,1,Faible,Parfois,0,Tous,1,1,Mémorisation
343,343,Moyenne,Modérée,1,Moyen,Parfois,1,Tous,0,0,Aucune
344,344,Moyenne,Modérée,1,Élevé,Intensivement,1,Tous,0,0,Mémorisation
345,345,Bonne,Légère,1,Faible,Parfois,1,Aucun,0,0,Aucune
346,346,Bonne,Aucune,0,Faible,Parfois,1,Tous,0,0,Aucune
347,347,Moyenne,Modérée,0,Élevé,Rarement,1,Tous,0,0,Aucune
348,348,Moyenne,Légère,1,Élevé,Intensivement,0,La plupart,0,0,Gestion du stress
349,349,Moyenne,Légère,0,Moyen,Jamais,0,Quelques-uns,0,0,Compréhension des cours
350,350,Moyenne,Modérée,0,Élevé,Jamais,1,Tous,0,0,Aucune
351,351,Bonne,Modérée,0,Faible,Parfois,0,Tous,0,0,Aucune
352,352,Moyenne,Légère,0,Faible,Régulièrement,0,Tous,0,0,Gestion du stress
353,353,Bonne,Modérée,1,Moyen,Régulièrement,0,Tous,0,0,Gestion du stress
354,354,Bonne,Légère,1,Élevé,Parfois,0,Tous,0,0,Aucune
355,355,Moyenne,Légère,1,Faible,Parfois,0,Tous,1,1,Aucune
356,356,Bonne,Modérée,1,Moyen,Régulièrement,0,Quelques-uns,0,0,Aucune
357,357,Bonne,Modérée,0,Élevé,Parfois,1,Tous,1,1,Mémorisation
358,358,Très bonne,Légère,1,Moyen,Régulièrement,1,La plupart,0,0,Aucune
359,359,Mauvaise,Sévère,1,Moyen,Jamais,1,Tous,1,0,Organisation du travail
360,360,Moyenne,Modérée,0,Élevé,Régulièrement,0,Quelques-uns,0,0,Aucune
361,361,Bonne,Légère,1,Élevé,Parfois,0,Quelques-uns,0,0,Expression écrite
362,362,Bonne,Aucune,1,Élevé,Intensivement,0,La plupart,0,0,Compréhension des cours
363,363,Très mauvaise,Aucune,1,Faible,Parfois,0,Tous,0,0,Organisation du travail
364,364,Mauvaise,Aucune,0,Moyen,Parfois,0,La plupart,0,0,Aucune
365,365,Moyenne,Sévère,0,Moyen,Rarement,0,Quelques-uns,0,0,Gestion du stress
366,366,Moyenne,Aucune,1,Faible,Régulièrement,1,La plupart,0,0,Aucune
367,367,Très bonne,Modérée,1,Faible,Régulièrement,0,Tous,0,0,Aucune
368,368,Bonne,Aucune,0,Élevé,Intensivement,0,Tous,0,0,Organisation du travail
369,369,Très bonne,Sévère,1,Faible,Parfois,1,La plupart,0,0,Expression écrite
370,370,Bonne,Modérée,0,Élevé,Parfois,1,Quelques-uns,1,0,Aucune
371,371,Très bonne,Aucune,0,Moyen,Régulièrement,0,Tous,0,0,Compréhension des cours
372,372,Bonne,Modérée,1,Moyen,Parfois,0,La plupart,0,0,Mémorisation
373,373,Bonne,Légère,1,Moyen,Régulièrement,0,Tous,0,0,Aucune
374,374,Moyenne,Modérée,0,Moyen,Régulièrement,1,Tous,0,0,Compréhension des cours
375,375,Moyenne,Aucune,0,Élevé,Régulièrement,0,La plupart,0,0,Expression écrite
376,376,Moyenne,Aucune,1,Faible,Intensivement,0,Quelques-uns,1,0,Aucune
377,377,Mauvaise,Sévère,1,Faible,Rarement,0,La plupart,0,0,Organisation du travail
378,378,Très bonne,Sévère,0,Élevé,Jamais,1,Aucun,0,0,Organisation du travail
379,379,Très bonne,Aucune,1,Moyen,Parfois,1,Tous,0,0,Aucune
380,380,Très bonne,Légère,0,Faible,Intensivement,0,Tous,1,1,Expression écrite
381,381,Moyenne,Aucune,0,Élevé,Parfois,0,Tous,0,0,Mémorisation
382,382,Moyenne,Légère,1,Élevé,Régulièrement,0,Tous,0,0,Compréhension des cours
383,383,Bonne,Légère,1,Élevé,Parfois,0,Tous,1,0,Gestion du stress
384,384,Moyenne,Modérée,0,Élevé,Parfois,1,Tous,1,0,Aucune
385,385,Bonne,Modérée,0,Moyen,Régulièrement,0,Quelques-uns,0,0,Compréhension des cours
386,386,Bonne,Sévère,0,Faible,Jamais,1,Tous,0,0,Aucune
387,387,Très bonne,Sévère,0,Élevé,Intensivement,0,Tous,0,0,Gestion du stress
388,388,Moyenne,Légère,0,Moyen,Rarement,1,Tous,0,0,Compréhension des cours
389,389,Bonne,Modérée,1,Élevé,Régulièrement,0,Tous,0,0,Aucune
390,390,Bonne,Aucune,1,Moyen,Régulièrement,1,La plupart,0,0,Aucune
391,391,Mauvaise,Aucune,0,Faible,Régulièrement,0,Tous,1,0,Organisation du travail
392,392,Mauvaise,Modérée,1,Moyen,Rarement,1,Aucun,1,1,Organisation du travail
393,393,Mauvaise,Modérée,0,Élevé,Rarement,1,Aucun,1,1,Aucune
394,394,Mauvaise,Modérée,0,Faible,Intensivement,0,Tous,0,0,Aucune
395,395,Bonne,Légère,0,Élevé,Intensivement,0,Tous,0,0,Aucune
396,396,Mauvaise,Aucune,1,Moyen,Intensivement,0,La plupart,0,0,Aucune
397,397,Moyenne,Modérée,0,Élevé,Parfois,1,La plupart,0,0,Mémorisation
398,398,Bonne,Légère,0,Moyen,Parfois,1,Tous,0,0,Compréhension des cours
399,399,Moyenne,Légère,0,Moyen,Rarement,0,Tous,0,0,Compréhension des cours
400,400,Bonne,Aucune,0,Faible,Régulièrement,0,Tous,0,0,Aucune
401,401,Bonne,Sévère,1,Faible,Parfois,1,Tous,0,0,Mémorisation
402,402,Bonne,Légère,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
403,403,Moyenne,Sévère,1,Faible,Parfois,1,Tous,0,0,Expression écrite
404,404,Moyenne,Modérée,0,Moyen,Rarement,1,Tous,0,0,Aucune
405,405,Bonne,Légère,0,Élevé,Jamais,0,Tous,0,0,Aucune
406,406,Bonne,Modérée,0,Élevé,Parfois,0,Tous,0,0,Gestion du stress
407,407,Bonne,Légère,1,Faible,Parfois,0,Quelques-uns,0,0,Mémorisation
408,408,Bonne,Modérée,0,Faible,Parfois,0,Tous,1,0,Aucune
409,409,Bonne,Modérée,0,Élevé,Régulièrement,0,Tous,0,0,Organisation du travail
410,410,Moyenne,Aucune,1,Faible,Intensivement,0,Tous,0,0,Expression écrite
411,411,Moyenne,Modérée,1,Élevé,Parfois,1,La plupart,0,0,Aucune
412,412,Très mauvaise,Légère,0,Moyen,Parfois,0,Tous,0,0,Aucune
413,413,Moyenne,Modérée,0,Moyen,Rarement,0,La plupart,0,0,Aucune
414,414,Moyenne,Légère,1,Moyen,Parfois,1,Tous,0,0,Mémorisation
415,415,Bonne,Modérée,0,Élevé,Rarement,1,Tous,0,0,Mémorisation
416,416,Moyenne,Légère,0,Élevé,Régulièrement,0,Tous,0,0,Expression écrite
417,417,Moyenne,Modérée,0,Moyen,Régulièrement,0,Tous,0,0,Aucune
418,418,Bonne,Aucune,1,Élevé,Régulièrement,0,Tous,0,0,Aucune
419,419,Mauvaise,Sévère,1,Moyen,Régulièrement,0,Quelques-uns,0,0,Aucune
420,420,Moyenne,Aucune,0,Élevé,Régulièrement,0,Tous,1,0,Organisation du travail
421,421,Mauvaise,Modérée,0,Élevé,Parfois,1,Tous,0,0,Aucune
422,422,Très mauvaise,Légère,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
423,423,Mauvaise,Modérée,0,Élevé,Régulièrement,0,Tous,0,0,Compréhension des cours
424,424,Bonne,Modérée,1,Moyen,Parfois,0,La plupart,0,0,Aucune
425,425,Mauvaise,Légère,0,Moyen,Parfois,0,Tous,0,0,Expression écrite
426,426,Bonne,Sévère,0,Élevé,Intensivement,0,La plupart,0,0,Gestion du stress
427,427,Moyenne,Modérée,1,Moyen,Parfois,0,La plupart,1,0,Aucune
428,428,Moyenne,Sévère,0,Moyen,Parfois,0,Tous,0,0,Mémorisation
429,429,Moyenne,Légère,0,Moyen,Régulièrement,0,La plupart,0,0,Mémorisation
430,430,Très bonne,Modérée,0,Élevé,Rarement,1,Tous,0,0,Compréhension des cours
431,431,Bonne,Aucune,1,Faible,Intensivement,0,Tous,0,0,Expression écrite
432,432,Très mauvaise,Sévère,0,Moyen,Rarement,0,La plupart,1,0,Mémorisation
433,433,Moyenne,Sévère,1,Faible,Parfois,1,Tous,0,0,Compréhension des cours
434,434,Moyenne,Légère,1,Faible,Intensivement,0,La plupart,0,0,Aucune
435,435,Mauvaise,Légère,0,Moyen,Parfois,1,Tous,0,0,Mémorisation
436,436,Moyenne,Sévère,0,Faible,Rarement,1,Tous,0,0,Mémorisation
437,437,Bonne,Aucune,1,Élevé,Régulièrement,1,Tous,0,0,Aucune
438,438,Bonne,Légère,1,Moyen,Parfois,1,La plupart,1,1,Aucune
439,439,Moyenne,Légère,1,Élevé,Régulièrement,0,La plupart,0,0,Aucune
440,440,Mauvaise,Modérée,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
441,441,Mauvaise,Légère,0,Moyen,Intensivement,0,La plupart,0,0,Compréhension des cours
442,442,Bonne,Aucune,1,Faible,Régulièrement,0,Tous,0,0,Organisation du travail
443,443,Moyenne,Aucune,0,Moyen,Parfois,0,Quelques-uns,1,1,Organisation du travail
444,444,Très bonne,Légère,0,Élevé,Intensivement,0,Tous,0,0,Aucune
445,445,Bonne,Sévère,1,Faible,Parfois,1,Tous,0,0,Aucune
446,446,Moyenne,Sévère,1,Faible,Parfois,1,Tous,0,0,Aucune
447,447,Moyenne,Sévère,1,Élevé,Régulièrement,0,Tous,0,0,Aucune
448,448,Très mauvaise,Aucune,0,Élevé,Rarement,1,La plupart,1,1,Mémorisation
449,449,Mauvaise,Modérée,0,Élevé,Régulièrement,1,Tous,1,0,Aucune
450,450,Mauvaise,Légère,0,Élevé,Rarement,1,Tous,0,0,Aucune
451,451,Bonne,Légère,1,Moyen,Parfois,0,Tous,0,0,Gestion du stress
452,452,Bonne,Sévère,0,Faible,Régulièrement,0,Tous,1,0,Gestion du stress
453,453,Très bonne,Aucune,0,Moyen,Intensivement,0,Tous,0,0,Gestion du stress
454,454,Très mauvaise,Sévère,0,Élevé,Rarement,0,Tous,0,0,Organisation du travail
455,455,Bonne,Sévère,1,Élevé,Jamais,1,Tous,1,1,Aucune
456,456,Moyenne,Sévère,0,Élevé,Régulièrement,0,Tous,0,0,Organisation du travail
457,457,Moyenne,Sévère,1,Faible,Parfois,0,Tous,0,0,Aucune
458,458,Moyenne,Aucune,1,Faible,Rarement,1,Tous,0,0,Aucune
459,459,Bonne,Aucune,0,Moyen,Intensivement,0,Tous,1,0,Mémorisation
460,460,Bonne,Aucune,1,Élevé,Régulièrement,0,Tous,0,0,Mémorisation
461,461,Mauvaise,Modérée,1,Faible,Intensivement,0,Tous,0,0,Organisation du travail
462,462,Mauvaise,Légère,0,Moyen,Rarement,1,Tous,1,0,Aucune
463,463,Bonne,Légère,0,Moyen,Intensivement,0,Tous,0,0,Aucune
464,464,Mauvaise,Légère,1,Faible,Parfois,1,Tous,0,0,Aucune
465,465,Bonne,Légère,1,Faible,Intensivement,0,Tous,0,0,Aucune
466,466,Moyenne,Sévère,1,Faible,Rarement,0,Tous,1,0,Gestion du stress
467,467,Moyenne,Légère,0,Faible,Régulièrement,0,Tous,0,0,Organisation du travail
468,468,Moyenne,Légère,1,Moyen,Régulièrement,0,La plupart,0,0,Aucune
469,469,Bonne,Aucune,1,Moyen,Régulièrement,0,La plupart,0,0,Gestion du stress
470,470,Très bonne,Modérée,1,Moyen,Jamais,0,Tous,0,0,Aucune
471,471,Bonne,Aucune,0,Élevé,Intensivement,0,Tous,1,0,Aucune
472,472,Bonne,Modérée,1,Faible,Régulièrement,0,Tous,0,0,Expression écrite
473,473,Très bonne,Aucune,1,Moyen,Parfois,1,Tous,0,0,Mémorisation
474,474,Bonne,Sévère,1,Faible,Parfois,0,La plupart,0,0,Compréhension des cours
475,475,Mauvaise,Modérée,0,Élevé,Rarement,1,La plupart,0,0,Mémorisation
476,476,Bonne,Aucune,0,Élevé,Régulièrement,1,La plupart,0,0,Expression écrite
477,477,Très bonne,Modérée,0,Élevé,Parfois,1,Tous,1,0,Gestion du stress
478,478,Bonne,Légère,1,Élevé,Régulièrement,0,Tous,1,0,Mémorisation
479,479,Moyenne,Modérée,0,Faible,Rarement,1,Tous,1,0,Mémorisation
480,480,Bonne,Modérée,0,Moyen,Rarement,1,La plupart,1,1,Organisation du travail
481,481,Bonne,Légère,1,Élevé,Parfois,1,Tous,1,0,Aucune
482,482,Mauvaise,Modérée,0,Faible,Régulièrement,0,La plupart,1,1,Aucune
483,483,Bonne,Légère,1,Moyen,Intensivement,0,Tous,0,0,Compréhension des cours
484,484,Mauvaise,Modérée,0,Élevé,Jamais,1,Tous,0,0,Aucune
485,485,Très mauvaise,Légère,0,Moyen,Régulièrement,1,Quelques-uns,1,1,Mémorisation
486,486,Très bonne,Sévère,0,Élevé,Parfois,1,Tous,0,0,Aucune
487,487,Moyenne,Aucune,0,Faible,Parfois,0,Tous,0,0,Compréhension des cours
488,488,Bonne,Sévère,1,Élevé,Rarement,0,Tous,1,1,Aucune
489,489,Bonne,Modérée,0,Faible,Parfois,1,Tous,0,0,Expression écrite
490,490,Mauvaise,Modérée,1,Moyen,Rarement,1,Tous,0,0,Expression écrite
491,491,Bonne,Modérée,0,Élevé,Régulièrement,0,Tous,0,0,Compréhension des cours
492,492,Moyenne,Aucune,0,Élevé,Parfois,1,Tous,1,1,Expression écrite
493,493,Moyenne,Aucune,1,Moyen,Régulièrement,0,Tous,0,0,Mémorisation
494,494,Très bonne,Aucune,0,Élevé,Régulièrement,0,Tous,0,0,Expression écrite
495,495,Moyenne,Modérée,0,Élevé,Intensivement,0,Tous,0,0,Aucune
496,496,Mauvaise,Sévère,1,Moyen,Rarement,1,Tous,0,0,Compréhension des cours
497,497,Mauvaise,Aucune,1,Élevé,Régulièrement,0,Tous,0,0,Organisation du travail
498,498,Mauvaise,Aucune,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
499,499,Bonne,Aucune,1,Moyen,Régulièrement,0,Tous,0,0,Gestion du stress
500,500,Moyenne,Aucune,0,Moyen,Rarement,1,Tous,0,0,Gestion du stress
501,501,Bonne,Modérée,0,Moyen,Régulièrement,1,La plupart,0,0,Aucune
502,502,Très bonne,Légère,0,Faible,Jamais,0,Tous,0,0,Mémorisation
503,503,Moyenne,Modérée,1,Élevé,Intensivement,0,Tous,0,0,Aucune
504,504,Moyenne,Modérée,1,Moyen,Rarement,1,Tous,0,0,Compréhension des cours
505,505,Moyenne,Modérée,1,Moyen,Jamais,1,Aucun,0,0,Mémorisation
506,506,Moyenne,Légère,1,Faible,Régulièrement,0,Tous,0,0,Aucune
507,507,Mauvaise,Légère,1,Faible,Régulièrement,0,Tous,0,0,Expression écrite
508,508,Très bonne,Légère,1,Moyen,Jamais,1,Tous,0,0,Compréhension des cours
509,509,Très bonne,Légère,1,Élevé,Régulièrement,0,Tous,1,0,Expression écrite
510,510,Moyenne,Aucune,1,Moyen,Intensivement,0,La plupart,0,0,Aucune
511,511,Moyenne,Légère,1,Élevé,Parfois,0,Aucun,0,0,Aucune
512,512,Moyenne,Modérée,1,Moyen,Intensivement,0,Tous,1,1,Gestion du stress
513,513,Bonne,Légère,1,Élevé,Régulièrement,0,Tous,0,0,Gestion du stress
514,514,Bonne,Légère,1,Élevé,Intensivement,0,Tous,0,0,Mémorisation
515,515,Moyenne,Légère,1,Faible,Parfois,0,Quelques-uns,0,0,Compréhension des cours
516,516,Moyenne,Modérée,1,Moyen,Parfois,1,Tous,0,0,Aucune
517,517,Très bonne,Modérée,0,Moyen,Rarement,0,La plupart,0,0,Mémorisation
518,518,Très bonne,Légère,0,Moyen,Intensivement,0,Tous,0,0,Aucune
519,519,Bonne,Modérée,0,Moyen,Parfois,0,Tous,0,0,Compréhension des cours
520,520,Très bonne,Légère,1,Élevé,Parfois,1,La plupart,0,0,Mémorisation
521,521,Bonne,Modérée,0,Élevé,Rarement,1,Tous,0,0,Aucune
522,522,Mauvaise,Modérée,0,Moyen,Rarement,1,Tous,0,0,Aucune
523,523,Moyenne,Légère,0,Moyen,Régulièrement,0,Tous,1,1,Aucune
524,524,Moyenne,Aucune,0,Élevé,Parfois,0,Tous,0,0,Expression écrite
525,525,Moyenne,Légère,1,Faible,Parfois,1,Tous,0,0,Aucune
526,526,Moyenne,Légère,0,Faible,Intensivement,0,La plupart,0,0,Aucune
527,527,Mauvaise,Aucune,0,Faible,Régulièrement,0,Tous,0,0,Expression écrite
528,528,Très bonne,Aucune,0,Moyen,Régulièrement,0,Tous,0,0,Aucune
529,529,Bonne,Légère,1,Moyen,Régulièrement,0,Tous,1,1,Aucune
530,530,Très bonne,Modérée,1,Moyen,Intensivement,0,La plupart,0,0,Organisation du travail
531,531,Moyenne,Légère,1,Moyen,Intensivement,0,Tous,0,0,Compréhension des cours
532,532,Moyenne,Légère,0,Moyen,Rarement,1,Tous,0,0,Organisation du travail
533,533,Moyenne,Modérée,0,Faible,Parfois,1,Tous,0,0,Aucune
534,534,Très bonne,Légère,0,Élevé,Intensivement,0,Tous,0,0,Mémorisation
535,535,Très bonne,Aucune,1,Élevé,Intensivement,0,La plupart,0,0,Compréhension des cours
536,536,Bonne,Légère,1,Élevé,Rarement,1,Tous,0,0,Expression écrite
537,537,Bonne,Légère,1,Moyen,Intensivement,0,Tous,0,0,Aucune
538,538,Moyenne,Légère,0,Élevé,Parfois,0,Tous,0,0,Organisation du travail
539,539,Mauvaise,Modérée,0,Élevé,Parfois,0,Tous,0,0,Aucune
540,540,Très bonne,Modérée,1,Élevé,Intensivement,0,Tous,0,0,Mémorisation
541,541,Mauvaise,Aucune,0,Faible,Parfois,0,La plupart,0,0,Organisation du travail
542,542,Bonne,Modérée,0,Élevé,Parfois,1,La plupart,0,0,Compréhension des cours
543,543,Moyenne,Légère,1,Faible,Parfois,1,Tous,0,0,Expression écrite
544,544,Bonne,Aucune,1,Élevé,Intensivement,0,La plupart,0,0,Expression écrite
545,545,Moyenne,Aucune,0,Moyen,Parfois,0,Tous,0,0,Aucune
546,546,Moyenne,Légère,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
547,547,Bonne,Sévère,0,Moyen,Rarement,1,Tous,0,0,Organisation du travail
548,548,Bonne,Modérée,0,Moyen,Parfois,0,Tous,0,0,Expression écrite
549,549,Bonne,Modérée,0,Faible,Rarement,0,Tous,0,0,Compréhension des cours
550,550,Très bonne,Aucune,1,Moyen,Régulièrement,0,Tous,0,0,Organisation du travail
551,551,Bonne,Légère,0,Élevé,Rarement,1,La plupart,0,0,Organisation du travail
552,552,Très mauvaise,Modérée,1,Moyen,Parfois,1,Tous,1,1,Organisation du travail
553,553,Très bonne,Légère,0,Moyen,Parfois,1,Tous,0,0,Expression écrite
554,554,Bonne,Sévère,1,Faible,Parfois,0,Tous,0,0,Mémorisation
555,555,Bonne,Légère,0,Élevé,Intensivement,0,La plupart,1,1,Gestion du stress
556,556,Moyenne,Aucune,1,Élevé,Intensivement,0,Tous,0,0,Compréhension des cours
557,557,Mauvaise,Modérée,0,Moyen,Jamais,1,La plupart,0,0,Expression écrite
558,558,Mauvaise,Aucune,0,Moyen,Parfois,1,La plupart,1,1,Aucune
559,559,Très bonne,Aucune,0,Moyen,Parfois,1,Tous,0,0,Gestion du stress
560,560,Bonne,Aucune,0,Moyen,Intensivement,0,Tous,0,0,Compréhension des cours
561,561,Moyenne,Légère,0,Moyen,Rarement,1,La plupart,0,0,Expression écrite
562,562,Bonne,Aucune,1,Élevé,Intensivement,0,Tous,0,0,Aucune
563,563,Mauvaise,Aucune,1,Élevé,Régulièrement,0,Tous,0,0,Mémorisation
564,564,Moyenne,Légère,1,Faible,Régulièrement,0,La plupart,0,0,Mémorisation
565,565,Moyenne,Légère,0,Moyen,Parfois,1,Tous,0,0,Aucune
566,566,Bonne,Modérée,1,Moyen,Parfois,0,Tous,1,1,Aucune
567,567,Bonne,Légère,0,Faible,Régulièrement,0,Tous,0,0,Expression écrite
568,568,Très bonne,Légère,0,Moyen,Régulièrement,1,Tous,1,0,Mémorisation
569,569,Très bonne,Légère,1,Élevé,Régulièrement,0,Tous,0,0,Aucune
570,570,Bonne,Modérée,1,Élevé,Parfois,1,La plupart,0,0,Aucune
571,571,Mauvaise,Modérée,0,Élevé,Régulièrement,0,Tous,1,0,Gestion du stress
572,572,Mauvaise,Aucune,0,Élevé,Intensivement,0,Tous,1,1,Expression écrite
573,573,Moyenne,Aucune,0,Moyen,Intensivement,0,La plupart,0,0,Expression écrite
574,574,Moyenne,Aucune,1,Moyen,Régulièrement,0,Tous,0,0,Organisation du travail
575,575,Très mauvaise,Aucune,0,Élevé,Parfois,0,La plupart,0,0,Gestion du stress
576,576,Bonne,Légère,1,Élevé,Régulièrement,0,Tous,0,0,Compréhension des cours
577,577,Bonne,Légère,1,Élevé,Régulièrement,0,Tous,0,0,Gestion du stress
578,578,Bonne,Légère,1,Faible,Parfois,1,Tous,0,0,Gestion du stress
579,579,Mauvaise,Aucune,1,Élevé,Rarement,0,Tous,0,0,Organisation du travail
580,580,Bonne,Aucune,1,Élevé,Intensivement,0,Tous,0,0,Expression écrite
581,581,Moyenne,Modérée,1,Élevé,Jamais,0,Aucun,0,0,Expression écrite
582,582,Très bonne,Aucune,0,Élevé,Parfois,1,Aucun,0,0,Aucune
583,583,Moyenne,Légère,1,Moyen,Intensivement,0,Tous,1,0,Expression écrite
584,584,Très bonne,Légère,1,Moyen,Parfois,0,Tous,0,0,Expression écrite
585,585,Très mauvaise,Modérée,0,Élevé,Parfois,0,La plupart,0,0,Gestion du stress
586,586,Bonne,Sévère,1,Élevé,Rarement,1,La plupart,1,0,Aucune
587,587,Très bonne,Aucune,0,Faible,Régulièrement,1,Tous,0,0,Mémorisation
588,588,Mauvaise,Légère,0,Moyen,Intensivement,0,Tous,1,0,Expression écrite
589,589,Moyenne,Modérée,0,Élevé,Parfois,0,Aucun,1,0,Compréhension des cours
590,590,Moyenne,Légère,0,Élevé,Régulièrement,0,Tous,1,0,Gestion du stress
591,591,Moyenne,Légère,1,Faible,Régulièrement,0,Tous,1,1,Aucune
592,592,Mauvaise,Légère,0,Moyen,Parfois,1,Tous,0,0,Gestion du stress
593,593,Bonne,Modérée,1,Moyen,Parfois,1,Tous,0,0,Aucune
594,594,Moyenne,Modérée,0,Moyen,Régulièrement,1,Quelques-uns,1,0,Aucune
595,595,Mauvaise,Modérée,0,Moyen,Régulièrement,0,Tous,0,0,Aucune
596,596,Mauvaise,Modérée,0,Élevé,Parfois,1,Tous,1,1,Organisation du travail
597,597,Bonne,Légère,1,Moyen,Parfois,0,Tous,0,0,Organisation du travail
598,598,Très bonne,Aucune,1,Élevé,Intensivement,0,Tous,0,0,Aucune
599,599,Très bonne,Modérée,0,Élevé,Parfois,0,La plupart,0,0,Organisation du travail
600,600,Moyenne,Aucune,1,Élevé,Régulièrement,0,Tous,0,0,Organisation du travail
601,601,Très bonne,Modérée,1,Élevé,Parfois,1,La plupart,0,0,Aucune
602,602,Bonne,Modérée,1,Moyen,Régulièrement,0,Quelques-uns,0,0,Expression écrite
603,603,Très bonne,Modérée,0,Moyen,Régulièrement,0,Tous,0,0,Mémorisation
604,604,Très bonne,Modérée,0,Faible,Régulièrement,0,Aucun,0,0,Expression écrite
605,605,Bonne,Aucune,1,Faible,Intensivement,0,Tous,0,0,Aucune
606,606,Moyenne,Modérée,0,Moyen,Intensivement,1,Tous,0,0,Aucune
607,607,Bonne,Légère,1,Moyen,Jamais,1,Tous,0,0,Compréhension des cours
608,608,Moyenne,Légère,1,Faible,Parfois,0,Quelques-uns,0,0,Aucune
609,609,Bonne,Légère,0,Moyen,Jamais,1,Tous,1,0,Aucune
610,610,Mauvaise,Aucune,0,Moyen,Parfois,1,La plupart,0,0,Organisation du travail
611,611,Moyenne,Légère,0,Moyen,Rarement,0,La plupart,1,0,Organisation du travail
612,612,Mauvaise,Légère,1,Élevé,Régulièrement,1,La plupart,0,0,Gestion du stress
613,613,Moyenne,Modérée,0,Faible,Régulièrement,0,La plupart,0,0,Aucune
614,614,Bonne,Légère,0,Élevé,Parfois,1,La plupart,0,0,Aucune
615,615,Moyenne,Légère,1,Moyen,Parfois,0,Tous,0,0,Aucune
616,616,Mauvaise,Modérée,0,Élevé,Parfois,0,La plupart,0,0,Aucune
617,617,Moyenne,Légère,0,Élevé,Régulièrement,0,La plupart,1,0,Aucune
618,618,Très bonne,Modérée,1,Moyen,Régulièrement,0,Tous,0,0,Mémorisation
619,619,Bonne,Modérée,1,Élevé,Régulièrement,1,Tous,0,0,Aucune
