id_etudiant,isolement_social,victime_harcelement,difficultes_financieres_recurrentes,estime_de_soi,frequence_etude_lecons,score_risque,niveau_risque
501,0,0,0,Faible,Régulièrement,3,Risque modéré
502,0,0,0,Élevée,Jamais,2,Risque faible
503,0,0,0,Élevée,Intensivement,0,Risque faible
504,0,0,0,Moyenne,Rarement,3,Risque modéré
505,0,0,0,Moyenne,Jamais,5,Risque modéré
506,0,0,0,Faible,Régulièrement,4,Risque modéré
507,0,0,0,Élevée,Régulièrement,0,Risque faible
508,0,0,1,Élevée,Jamais,6,Risque élevé
509,0,0,0,Élevée,Régulièrement,0,Risque faible
510,1,0,0,Élevée,Intensivement,3,Risque modéré
511,0,0,1,Faible,Parfois,6,Risque élevé
512,0,0,0,Moyenne,Intensivement,2,Risque faible
513,0,0,0,Élevée,Régulièrement,0,Risque faible
514,0,0,0,Élevée,Intensivement,0,Risque faible
515,0,0,0,Faible,Parfois,3,Risque modéré
516,0,0,1,Moyenne,Parfois,5,Risque modéré
517,0,0,0,Élevée,Rarement,1,Risque faible
518,0,0,0,Élevée,Intensivement,0,Risque faible
519,0,0,0,Faible,Parfois,3,Risque modéré
520,0,0,0,Élevée,Parfois,1,Risque faible
521,0,1,0,Faible,Rarement,7,Risque élevé
522,0,0,0,Moyenne,Rarement,3,Risque modéré
523,0,0,0,Faible,Régulièrement,4,Risque modéré
524,0,0,0,Moyenne,Parfois,3,Risque modéré
525,1,0,0,Élevée,Parfois,2,Risque faible
526,0,0,0,Moyenne,Intensivement,3,Risque modéré
527,0,1,0,Élevée,Régulièrement,4,Risque modéré
528,0,0,0,Élevée,Régulièrement,0,Risque faible
529,0,0,0,Élevée,Régulièrement,1,Risque faible
530,0,1,0,Faible,Intensivement,6,Risque élevé
531,1,1,0,Moyenne,Intensivement,6,Risque élevé
532,0,0,1,Élevée,Rarement,5,Risque modéré
533,0,0,0,Élevée,Parfois,2,Risque faible
534,0,0,0,Moyenne,Intensivement,1,Risque faible
535,0,0,0,Moyenne,Intensivement,2,Risque faible
536,1,0,1,Moyenne,Rarement,8,Risque élevé
537,0,0,0,Élevée,Intensivement,1,Risque faible
538,0,0,0,Moyenne,Parfois,2,Risque faible
539,0,0,0,Moyenne,Parfois,2,Risque faible
540,0,0,0,Faible,Intensivement,2,Risque faible
541,0,0,0,Moyenne,Parfois,1,Risque faible
542,0,0,1,Élevée,Parfois,3,Risque modéré
543,0,0,1,Élevée,Parfois,3,Risque modéré
544,0,0,0,Élevée,Intensivement,0,Risque faible
545,0,0,0,Élevée,Parfois,1,Risque faible
546,0,0,0,Moyenne,Régulièrement,2,Risque faible
547,0,0,0,Élevée,Rarement,2,Risque faible
548,1,0,1,Faible,Parfois,8,Risque élevé
549,0,0,0,Moyenne,Rarement,3,Risque modéré
550,0,0,0,Élevée,Régulièrement,0,Risque faible
551,0,0,0,Élevée,Rarement,2,Risque faible
552,0,0,0,Élevée,Parfois,1,Risque faible
553,1,0,0,Faible,Parfois,5,Risque modéré
554,1,1,1,Faible,Parfois,9,Très haut risque
555,0,0,0,Élevée,Intensivement,0,Risque faible
556,0,0,1,Moyenne,Intensivement,4,Risque modéré
557,0,0,0,Faible,Jamais,6,Risque élevé
558,0,0,1,Faible,Parfois,6,Risque élevé
559,0,0,0,Moyenne,Parfois,2,Risque faible
560,0,0,0,Moyenne,Intensivement,1,Risque faible
561,1,0,1,Faible,Rarement,8,Risque élevé
562,0,0,0,Élevée,Intensivement,0,Risque faible
563,0,0,0,Élevée,Régulièrement,0,Risque faible
564,0,0,0,Moyenne,Régulièrement,2,Risque faible
565,0,0,1,Moyenne,Parfois,4,Risque modéré
566,1,0,1,Faible,Parfois,7,Risque élevé
567,1,0,1,Moyenne,Régulièrement,6,Risque élevé
568,0,0,0,Moyenne,Régulièrement,2,Risque faible
569,0,0,0,Élevée,Régulièrement,0,Risque faible
570,0,0,0,Élevée,Parfois,0,Risque faible
571,0,0,0,Faible,Régulièrement,4,Risque modéré
572,1,0,0,Faible,Intensivement,5,Risque modéré
573,0,0,0,Moyenne,Intensivement,2,Risque faible
574,0,0,1,Élevée,Régulièrement,3,Risque modéré
575,0,1,0,Moyenne,Parfois,4,Risque modéré
576,0,0,0,Élevée,Régulièrement,0,Risque faible
577,0,0,0,Élevée,Régulièrement,0,Risque faible
578,0,0,0,Moyenne,Parfois,2,Risque faible
579,0,0,0,Moyenne,Rarement,3,Risque modéré
580,1,0,1,Moyenne,Intensivement,5,Risque modéré
581,0,0,0,Faible,Jamais,5,Risque modéré
582,0,0,0,Moyenne,Parfois,2,Risque faible
583,0,0,0,Faible,Intensivement,3,Risque modéré
584,0,0,0,Élevée,Parfois,0,Risque faible
585,1,0,1,Moyenne,Parfois,7,Risque élevé
586,0,0,0,Faible,Rarement,5,Risque modéré
587,0,0,0,Moyenne,Régulièrement,2,Risque faible
588,1,0,0,Élevée,Intensivement,2,Risque faible
589,0,0,1,Moyenne,Parfois,5,Risque modéré
590,0,0,0,Moyenne,Régulièrement,2,Risque faible
591,0,0,1,Faible,Régulièrement,6,Risque élevé
592,0,1,1,Élevée,Parfois,6,Risque élevé
593,0,0,1,Moyenne,Parfois,4,Risque modéré
594,0,0,0,Moyenne,Régulièrement,2,Risque faible
595,0,0,0,Élevée,Régulièrement,0,Risque faible
596,0,0,0,Élevée,Parfois,1,Risque faible
597,0,0,1,Élevée,Parfois,3,Risque modéré
598,1,0,0,Élevée,Intensivement,2,Risque faible
599,0,0,1,Moyenne,Parfois,4,Risque modéré
600,0,0,1,Moyenne,Régulièrement,5,Risque modéré
601,0,0,1,Moyenne,Parfois,4,Risque modéré
602,0,0,0,Faible,Régulièrement,3,Risque modéré
603,0,0,0,Moyenne,Régulièrement,2,Risque faible
604,0,0,1,Moyenne,Régulièrement,5,Risque modéré
605,1,0,1,Faible,Intensivement,8,Risque élevé
606,1,0,1,Faible,Intensivement,7,Risque élevé
607,0,0,0,Élevée,Jamais,2,Risque faible
608,0,0,0,Faible,Parfois,3,Risque modéré
609,0,0,0,Élevée,Jamais,3,Risque modéré
610,0,0,0,Élevée,Parfois,1,Risque faible
611,0,0,0,Élevée,Rarement,3,Risque modéré
612,0,0,1,Moyenne,Régulièrement,4,Risque modéré
613,0,0,1,Élevée,Régulièrement,4,Risque modéré
614,0,0,0,Moyenne,Parfois,3,Risque modéré
615,0,0,0,Moyenne,Parfois,2,Risque faible
616,0,0,0,Élevée,Parfois,1,Risque faible
617,0,1,0,Moyenne,Régulièrement,4,Risque modéré
618,0,0,0,Élevée,Régulièrement,0,Risque faible
619,0,0,0,Élevée,Régulièrement,0,Risque faible
620,1,0,1,Faible,Régulièrement,8,Risque élevé
621,0,0,0,Moyenne,Régulièrement,2,Risque faible
622,1,0,0,Moyenne,Régulièrement,3,Risque modéré
623,1,0,0,Élevée,Rarement,3,Risque modéré
624,0,0,1,Moyenne,Intensivement,5,Risque modéré
625,0,0,0,Moyenne,Régulièrement,2,Risque faible
626,0,0,0,Élevée,Parfois,1,Risque faible
627,1,0,0,Faible,Parfois,6,Risque élevé
628,0,0,0,Faible,Régulièrement,3,Risque modéré
629,1,0,0,Moyenne,Parfois,4,Risque modéré
630,0,0,0,Moyenne,Jamais,4,Risque modéré
631,1,0,0,Moyenne,Régulièrement,4,Risque modéré
632,0,0,1,Moyenne,Régulièrement,3,Risque modéré
633,1,0,0,Faible,Rarement,6,Risque élevé
634,0,0,1,Faible,Parfois,6,Risque élevé
635,0,0,0,Élevée,Parfois,2,Risque faible
636,0,0,1,Élevée,Régulièrement,3,Risque modéré
637,0,0,0,Élevée,Régulièrement,0,Risque faible
638,1,0,0,Moyenne,Parfois,5,Risque modéré
639,0,0,1,Élevée,Rarement,5,Risque modéré
640,0,0,0,Moyenne,Régulièrement,1,Risque faible
641,1,0,0,Élevée,Rarement,3,Risque modéré
642,1,0,1,Faible,Régulièrement,8,Risque élevé
643,1,0,0,Faible,Régulièrement,4,Risque modéré
644,0,0,0,Moyenne,Parfois,2,Risque faible
645,1,0,0,Moyenne,Régulièrement,3,Risque modéré
646,0,0,0,Élevée,Intensivement,0,Risque faible
647,0,0,0,Faible,Parfois,3,Risque modéré
648,0,0,0,Moyenne,Régulièrement,2,Risque faible
649,0,0,0,Élevée,Intensivement,0,Risque faible
650,0,0,0,Élevée,Rarement,2,Risque faible
651,0,0,0,Élevée,Parfois,0,Risque faible
652,0,0,0,Élevée,Parfois,0,Risque faible
653,0,0,0,Moyenne,Rarement,3,Risque modéré
654,0,0,0,Élevée,Régulièrement,1,Risque faible
655,0,0,0,Élevée,Régulièrement,2,Risque faible
656,1,0,1,Faible,Régulièrement,8,Risque élevé
657,1,0,0,Faible,Régulièrement,5,Risque modéré
658,0,0,0,Élevée,Régulièrement,1,Risque faible
659,0,0,1,Moyenne,Rarement,5,Risque modéré
660,0,0,0,Moyenne,Intensivement,2,Risque faible
661,0,0,1,Moyenne,Rarement,6,Risque élevé
662,0,0,0,Moyenne,Rarement,4,Risque modéré
663,0,0,1,Faible,Parfois,5,Risque modéré
664,1,0,0,Moyenne,Intensivement,3,Risque modéré
665,0,0,0,Élevée,Rarement,2,Risque faible
666,0,0,1,Élevée,Parfois,2,Risque faible
667,1,0,1,Faible,Parfois,7,Risque élevé
668,0,0,1,Moyenne,Parfois,4,Risque modéré
669,0,0,1,Élevée,Rarement,5,Risque modéré
670,0,0,0,Élevée,Rarement,1,Risque faible
671,0,0,0,Moyenne,Rarement,3,Risque modéré
672,0,0,0,Élevée,Régulièrement,1,Risque faible
673,1,0,1,Moyenne,Régulièrement,7,Risque élevé
674,0,0,0,Moyenne,Régulièrement,1,Risque faible
675,0,0,1,Moyenne,Régulièrement,5,Risque modéré
676,0,0,0,Faible,Régulièrement,3,Risque modéré
677,1,0,0,Faible,Parfois,5,Risque modéré
678,0,0,1,Élevée,Jamais,6,Risque élevé
679,0,0,0,Élevée,Régulièrement,1,Risque faible
680,0,0,0,Moyenne,Parfois,3,Risque modéré
681,1,0,0,Faible,Rarement,7,Risque élevé
682,0,0,0,Élevée,Parfois,0,Risque faible
683,0,0,0,Faible,Jamais,5,Risque modéré
684,0,0,0,Moyenne,Régulièrement,2,Risque faible
685,0,0,0,Élevée,Régulièrement,0,Risque faible
686,0,0,1,Élevée,Intensivement,3,Risque modéré
687,0,0,1,Moyenne,Régulièrement,5,Risque modéré
688,0,0,0,Élevée,Intensivement,0,Risque faible
689,0,0,0,Moyenne,Jamais,5,Risque modéré
690,0,0,0,Faible,Régulièrement,3,Risque modéré
691,1,0,0,Moyenne,Parfois,4,Risque modéré
692,0,0,0,Élevée,Parfois,1,Risque faible
693,1,0,0,Faible,Régulièrement,5,Risque modéré
694,0,1,0,Moyenne,Parfois,4,Risque modéré
695,0,0,0,Élevée,Régulièrement,1,Risque faible
696,0,0,1,Faible,Régulièrement,6,Risque élevé
697,0,0,0,Moyenne,Régulièrement,1,Risque faible
698,0,0,0,Moyenne,Rarement,2,Risque faible
699,0,0,0,Moyenne,Parfois,2,Risque faible
700,0,0,0,Élevée,Parfois,0,Risque faible
701,0,0,1,Faible,Jamais,8,Risque élevé
702,0,0,0,Moyenne,Régulièrement,2,Risque faible
703,0,0,0,Élevée,Parfois,1,Risque faible
704,0,0,0,Moyenne,Parfois,2,Risque faible
705,1,0,0,Faible,Rarement,6,Risque élevé
706,0,0,0,Élevée,Rarement,3,Risque modéré
707,0,0,0,Élevée,Régulièrement,2,Risque faible
708,0,0,0,Moyenne,Rarement,4,Risque modéré
709,0,0,0,Faible,Intensivement,3,Risque modéré
710,0,0,0,Élevée,Parfois,2,Risque faible
711,0,0,1,Moyenne,Rarement,5,Risque modéré
712,0,0,0,Élevée,Parfois,0,Risque faible
713,0,0,0,Faible,Parfois,3,Risque modéré
714,1,0,0,Faible,Parfois,5,Risque modéré
715,0,0,0,Élevée,Parfois,0,Risque faible
716,0,0,0,Moyenne,Jamais,4,Risque modéré
717,0,0,0,Élevée,Régulièrement,0,Risque faible
718,0,0,1,Moyenne,Parfois,4,Risque modéré
719,0,0,0,Faible,Régulièrement,2,Risque faible
720,0,0,0,Moyenne,Rarement,2,Risque faible
721,0,0,0,Moyenne,Parfois,2,Risque faible
722,0,0,1,Élevée,Régulièrement,3,Risque modéré
723,0,0,0,Moyenne,Parfois,3,Risque modéré
724,0,0,0,Moyenne,Intensivement,3,Risque modéré
725,0,0,0,Moyenne,Régulièrement,1,Risque faible
726,0,0,1,Élevée,Parfois,4,Risque modéré
727,0,0,0,Élevée,Intensivement,1,Risque faible
728,0,0,1,Faible,Jamais,8,Risque élevé
729,0,0,1,Moyenne,Parfois,4,Risque modéré
730,1,0,0,Faible,Intensivement,5,Risque modéré
731,0,0,0,Moyenne,Rarement,3,Risque modéré
732,0,0,0,Moyenne,Rarement,4,Risque modéré
733,1,0,0,Faible,Rarement,6,Risque élevé
734,0,0,1,Élevée,Régulièrement,3,Risque modéré
735,0,0,0,Élevée,Intensivement,1,Risque faible
736,1,0,1,Faible,Rarement,9,Très haut risque
737,0,0,1,Faible,Intensivement,6,Risque élevé
738,0,0,0,Élevée,Rarement,2,Risque faible
739,0,0,0,Moyenne,Parfois,2,Risque faible
740,1,0,0,Faible,Régulièrement,5,Risque modéré
741,0,1,1,Moyenne,Rarement,7,Risque élevé
742,0,0,0,Moyenne,Parfois,2,Risque faible
743,0,0,0,Moyenne,Parfois,2,Risque faible
744,0,0,0,Moyenne,Parfois,1,Risque faible
745,0,0,0,Faible,Intensivement,2,Risque faible
746,0,0,0,Moyenne,Intensivement,2,Risque faible
747,0,0,0,Moyenne,Régulièrement,1,Risque faible
748,1,0,0,Élevée,Régulièrement,3,Risque modéré
749,1,0,0,Faible,Régulièrement,6,Risque élevé
750,1,0,1,Faible,Parfois,8,Risque élevé
751,0,0,1,Moyenne,Intensivement,4,Risque modéré
752,1,0,1,Faible,Régulièrement,8,Risque élevé
753,0,0,0,Moyenne,Parfois,2,Risque faible
754,0,0,0,Moyenne,Intensivement,1,Risque faible
755,0,0,0,Faible,Régulièrement,4,Risque modéré
756,0,0,0,Moyenne,Régulièrement,2,Risque faible
757,0,0,1,Faible,Régulièrement,4,Risque modéré
758,1,0,0,Faible,Rarement,7,Risque élevé
759,0,0,0,Élevée,Intensivement,0,Risque faible
760,0,0,1,Moyenne,Parfois,4,Risque modéré
761,0,0,1,Moyenne,Régulièrement,5,Risque modéré
762,0,0,0,Élevée,Régulièrement,0,Risque faible
763,1,0,1,Faible,Intensivement,8,Risque élevé
764,0,0,0,Moyenne,Parfois,1,Risque faible
765,0,0,0,Élevée,Jamais,4,Risque modéré
766,0,0,0,Élevée,Intensivement,0,Risque faible
767,0,0,1,Élevée,Régulièrement,4,Risque modéré
768,0,0,0,Faible,Intensivement,3,Risque modéré
769,0,0,0,Élevée,Rarement,1,Risque faible
770,0,0,0,Élevée,Parfois,0,Risque faible
771,0,0,0,Moyenne,Régulièrement,2,Risque faible
772,0,0,0,Élevée,Régulièrement,1,Risque faible
773,0,0,0,Moyenne,Intensivement,3,Risque modéré
774,0,0,1,Élevée,Rarement,5,Risque modéré
775,0,0,0,Moyenne,Régulièrement,2,Risque faible
776,0,0,1,Moyenne,Parfois,5,Risque modéré
777,0,0,0,Moyenne,Régulièrement,2,Risque faible
778,0,0,0,Moyenne,Intensivement,2,Risque faible
779,0,0,0,Moyenne,Parfois,2,Risque faible
780,1,0,1,Faible,Régulièrement,8,Risque élevé
781,0,0,1,Faible,Rarement,7,Risque élevé
782,0,0,0,Moyenne,Intensivement,2,Risque faible
783,1,0,1,Faible,Régulièrement,7,Risque élevé
784,0,0,0,Moyenne,Parfois,2,Risque faible
785,0,0,1,Faible,Rarement,7,Risque élevé
786,0,0,0,Moyenne,Intensivement,1,Risque faible
787,0,0,0,Moyenne,Parfois,2,Risque faible
788,0,0,0,Élevée,Rarement,1,Risque faible
789,0,1,0,Moyenne,Régulièrement,4,Risque modéré
790,0,0,0,Élevée,Régulièrement,2,Risque faible
791,0,0,0,Moyenne,Régulièrement,1,Risque faible
792,0,0,0,Moyenne,Régulièrement,2,Risque faible
793,0,0,0,Élevée,Régulièrement,1,Risque faible
794,1,0,1,Faible,Régulièrement,7,Risque élevé
795,0,0,0,Élevée,Rarement,2,Risque faible
796,0,0,0,Faible,Intensivement,4,Risque modéré
797,0,0,0,Élevée,Régulièrement,1,Risque faible
798,1,0,0,Faible,Parfois,6,Risque élevé
799,0,0,0,Élevée,Régulièrement,0,Risque faible
800,0,0,1,Élevée,Rarement,4,Risque modéré
801,0,0,0,Élevée,Régulièrement,0,Risque faible
802,0,0,1,Élevée,Intensivement,3,Risque modéré
803,0,0,0,Faible,Rarement,5,Risque modéré
804,0,0,0,Élevée,Intensivement,0,Risque faible
805,0,0,0,Faible,Régulièrement,3,Risque modéré
806,0,0,1,Moyenne,Régulièrement,4,Risque modéré
807,0,0,1,Élevée,Parfois,3,Risque modéré
808,0,0,0,Moyenne,Rarement,3,Risque modéré
809,0,0,0,Élevée,Régulièrement,2,Risque faible
810,0,0,1,Élevée,Intensivement,2,Risque faible
811,0,0,0,Moyenne,Rarement,4,Risque modéré
812,0,0,0,Moyenne,Régulièrement,2,Risque faible
813,1,0,0,Moyenne,Parfois,4,Risque modéré
814,0,0,1,Élevée,Régulièrement,4,Risque modéré
815,1,0,0,Faible,Jamais,7,Risque élevé
816,1,0,1,Faible,Régulièrement,7,Risque élevé
817,0,0,0,Moyenne,Régulièrement,2,Risque faible
818,1,0,0,Faible,Régulièrement,5,Risque modéré
819,0,0,0,Moyenne,Parfois,3,Risque modéré
820,1,0,1,Moyenne,Rarement,7,Risque élevé
821,0,0,0,Élevée,Jamais,4,Risque modéré
822,0,0,1,Élevée,Intensivement,3,Risque modéré
823,0,0,0,Moyenne,Intensivement,1,Risque faible
824,1,0,0,Moyenne,Rarement,6,Risque élevé
825,0,0,1,Moyenne,Intensivement,4,Risque modéré
826,1,0,0,Moyenne,Rarement,6,Risque élevé
827,0,0,0,Moyenne,Parfois,2,Risque faible
828,0,0,0,Moyenne,Régulièrement,1,Risque faible
829,0,0,0,Élevée,Rarement,2,Risque faible
830,0,0,0,Élevée,Parfois,2,Risque faible
831,0,0,0,Moyenne,Régulièrement,3,Risque modéré
832,0,0,0,Moyenne,Parfois,3,Risque modéré
833,0,0,0,Élevée,Régulièrement,0,Risque faible
834,0,0,0,Moyenne,Régulièrement,2,Risque faible
835,0,0,0,Faible,Régulièrement,4,Risque modéré
836,0,0,0,Élevée,Intensivement,0,Risque faible
837,0,0,0,Faible,Intensivement,3,Risque modéré
838,0,0,0,Élevée,Intensivement,0,Risque faible
839,0,0,0,Élevée,Parfois,1,Risque faible
840,0,0,1,Faible,Rarement,7,Risque élevé
841,0,0,0,Moyenne,Régulièrement,1,Risque faible
842,0,0,1,Moyenne,Intensivement,4,Risque modéré
843,0,0,0,Moyenne,Parfois,2,Risque faible
844,1,0,0,Faible,Parfois,5,Risque modéré
845,0,0,1,Faible,Régulièrement,6,Risque élevé
846,0,0,0,Élevée,Parfois,2,Risque faible
847,0,0,1,Moyenne,Intensivement,4,Risque modéré
848,0,0,1,Élevée,Rarement,4,Risque modéré
849,1,0,1,Faible,Régulièrement,7,Risque élevé
850,0,0,0,Moyenne,Régulièrement,2,Risque faible
851,0,0,0,Moyenne,Régulièrement,3,Risque modéré
852,0,0,0,Élevée,Intensivement,0,Risque faible
853,0,0,1,Élevée,Parfois,4,Risque modéré
854,0,0,0,Élevée,Parfois,1,Risque faible
855,0,0,0,Faible,Rarement,5,Risque modéré
856,0,0,0,Élevée,Régulièrement,1,Risque faible
857,0,0,1,Élevée,Rarement,5,Risque modéré
858,0,0,1,Moyenne,Régulièrement,4,Risque modéré
859,0,1,0,Élevée,Jamais,5,Risque modéré
860,1,0,0,Faible,Intensivement,6,Risque élevé
861,1,0,0,Faible,Rarement,6,Risque élevé
862,0,1,0,Moyenne,Régulièrement,3,Risque modéré
863,1,1,0,Faible,Parfois,8,Risque élevé
864,0,0,1,Moyenne,Parfois,5,Risque modéré
865,0,0,0,Élevée,Intensivement,0,Risque faible
866,0,0,0,Élevée,Régulièrement,1,Risque faible
867,0,0,1,Faible,Parfois,6,Risque élevé
868,0,0,0,Moyenne,Intensivement,1,Risque faible
869,0,0,0,Moyenne,Intensivement,1,Risque faible
870,0,1,1,Faible,Intensivement,8,Risque élevé
871,0,0,0,Faible,Rarement,5,Risque modéré
872,0,0,0,Moyenne,Régulièrement,2,Risque faible
873,0,0,1,Moyenne,Régulièrement,5,Risque modéré
874,0,0,0,Moyenne,Parfois,2,Risque faible
875,0,0,1,Moyenne,Parfois,5,Risque modéré
876,0,0,0,Élevée,Régulièrement,1,Risque faible
877,0,0,0,Faible,Parfois,3,Risque modéré
878,0,1,0,Moyenne,Parfois,5,Risque modéré
879,0,0,0,Élevée,Régulièrement,0,Risque faible
880,0,0,1,Faible,Rarement,7,Risque élevé
881,1,0,0,Faible,Rarement,7,Risque élevé
882,0,0,0,Moyenne,Régulièrement,2,Risque faible
883,0,0,0,Élevée,Régulièrement,0,Risque faible
884,0,0,0,Moyenne,Parfois,2,Risque faible
885,0,1,1,Moyenne,Régulièrement,7,Risque élevé
886,0,0,1,Faible,Régulièrement,6,Risque élevé
887,0,0,0,Moyenne,Parfois,2,Risque faible
888,0,0,0,Faible,Parfois,3,Risque modéré
889,0,0,0,Élevée,Régulièrement,0,Risque faible
890,0,0,0,Moyenne,Régulièrement,3,Risque modéré
891,1,0,0,Faible,Régulièrement,5,Risque modéré
892,0,0,1,Faible,Régulièrement,6,Risque élevé
893,0,0,1,Faible,Intensivement,5,Risque modéré
894,0,0,0,Élevée,Intensivement,0,Risque faible
895,0,0,0,Élevée,Rarement,2,Risque faible
896,0,0,1,Élevée,Parfois,3,Risque modéré
897,0,0,0,Moyenne,Régulièrement,1,Risque faible
898,0,0,1,Élevée,Parfois,3,Risque modéré
899,0,0,1,Élevée,Régulièrement,3,Risque modéré
900,0,0,0,Élevée,Régulièrement,0,Risque faible
901,0,0,0,Moyenne,Parfois,2,Risque faible
902,1,0,0,Moyenne,Régulièrement,4,Risque modéré
903,0,0,1,Moyenne,Parfois,4,Risque modéré
904,0,0,0,Élevée,Régulièrement,2,Risque faible
905,0,0,1,Élevée,Rarement,4,Risque modéré
906,0,0,0,Élevée,Parfois,0,Risque faible
907,0,0,0,Faible,Parfois,3,Risque modéré
908,0,0,0,Moyenne,Régulièrement,1,Risque faible
909,0,0,0,Moyenne,Intensivement,1,Risque faible
910,0,0,0,Élevée,Intensivement,0,Risque faible
911,0,0,1,Moyenne,Intensivement,4,Risque modéré
912,1,0,1,Faible,Intensivement,8,Risque élevé
913,0,0,0,Élevée,Intensivement,1,Risque faible
914,0,0,0,Moyenne,Parfois,2,Risque faible
915,0,0,1,Faible,Régulièrement,6,Risque élevé
916,0,0,0,Moyenne,Parfois,2,Risque faible
917,0,0,0,Moyenne,Régulièrement,2,Risque faible
918,0,0,0,Moyenne,Rarement,4,Risque modéré
919,0,0,0,Moyenne,Intensivement,2,Risque faible
920,0,0,1,Moyenne,Intensivement,4,Risque modéré
921,0,0,1,Moyenne,Parfois,5,Risque modéré
922,0,0,1,Moyenne,Intensivement,4,Risque modéré
923,0,0,0,Moyenne,Parfois,2,Risque faible
924,0,0,0,Faible,Rarement,4,Risque modéré
925,0,0,0,Moyenne,Rarement,4,Risque modéré
926,0,0,0,Élevée,Régulièrement,1,Risque faible
927,0,0,0,Moyenne,Intensivement,1,Risque faible
928,0,0,0,Élevée,Parfois,2,Risque faible
929,0,0,0,Moyenne,Régulièrement,2,Risque faible
930,0,0,0,Moyenne,Régulièrement,2,Risque faible
931,1,1,1,Faible,Régulièrement,10,Très haut risque
932,0,0,0,Élevée,Parfois,0,Risque faible
933,0,0,0,Moyenne,Rarement,4,Risque modéré
934,0,0,0,Faible,Régulièrement,4,Risque modéré
935,1,0,0,Moyenne,Régulièrement,4,Risque modéré
936,1,0,0,Moyenne,Intensivement,4,Risque modéré
937,0,0,0,Élevée,Intensivement,0,Risque faible
938,1,1,0,Moyenne,Rarement,8,Risque élevé
939,0,0,0,Moyenne,Régulièrement,2,Risque faible
940,1,1,0,Faible,Jamais,10,Très haut risque
941,0,0,0,Faible,Parfois,4,Risque modéré
942,0,0,0,Élevée,Intensivement,0,Risque faible
943,0,0,0,Moyenne,Parfois,2,Risque faible
944,0,0,0,Faible,Parfois,3,Risque modéré
945,0,0,0,Moyenne,Intensivement,1,Risque faible
946,0,0,0,Moyenne,Rarement,3,Risque modéré
947,0,0,0,Moyenne,Intensivement,3,Risque modéré
948,0,0,0,Élevée,Régulièrement,1,Risque faible
949,0,0,1,Moyenne,Régulièrement,5,Risque modéré
950,0,1,0,Faible,Parfois,6,Risque élevé
951,0,0,0,Faible,Parfois,3,Risque modéré
952,0,0,1,Faible,Rarement,7,Risque élevé
953,0,0,0,Élevée,Intensivement,1,Risque faible
954,1,0,1,Faible,Parfois,7,Risque élevé
955,0,0,0,Élevée,Régulièrement,1,Risque faible
956,0,1,0,Élevée,Rarement,5,Risque modéré
957,0,0,0,Élevée,Parfois,2,Risque faible
958,0,0,0,Moyenne,Régulièrement,2,Risque faible
959,1,0,0,Moyenne,Intensivement,4,Risque modéré
960,0,1,1,Élevée,Régulièrement,5,Risque modéré
961,0,0,1,Moyenne,Intensivement,5,Risque modéré
962,0,0,0,Élevée,Régulièrement,1,Risque faible
963,0,0,0,Moyenne,Parfois,2,Risque faible
964,0,0,1,Moyenne,Régulièrement,4,Risque modéré
965,0,0,0,Élevée,Parfois,2,Risque faible
966,0,1,0,Moyenne,Intensivement,3,Risque modéré
967,1,0,0,Faible,Régulièrement,5,Risque modéré
968,0,0,1,Faible,Régulièrement,6,Risque élevé
969,0,0,0,Faible,Régulièrement,4,Risque modéré
970,0,0,1,Moyenne,Parfois,4,Risque modéré
971,0,0,0,Moyenne,Régulièrement,1,Risque faible
972,1,0,0,Faible,Régulièrement,5,Risque modéré
973,0,0,0,Élevée,Intensivement,0,Risque faible
974,0,0,0,Élevée,Parfois,1,Risque faible
975,1,0,0,Faible,Intensivement,6,Risque élevé
976,0,0,1,Moyenne,Parfois,4,Risque modéré
977,0,0,0,Moyenne,Parfois,3,Risque modéré
978,0,1,0,Élevée,Rarement,5,Risque modéré
979,0,0,1,Élevée,Rarement,4,Risque modéré
980,0,0,1,Élevée,Parfois,4,Risque modéré
981,1,0,0,Faible,Intensivement,5,Risque modéré
982,1,0,1,Faible,Rarement,9,Très haut risque
983,0,0,0,Moyenne,Régulièrement,2,Risque faible
984,1,0,1,Moyenne,Parfois,7,Risque élevé
985,0,1,1,Moyenne,Jamais,7,Risque élevé
986,0,0,0,Faible,Régulièrement,2,Risque faible
987,0,0,1,Élevée,Rarement,5,Risque modéré
988,0,0,0,Faible,Régulièrement,3,Risque modéré
989,0,0,1,Moyenne,Régulièrement,4,Risque modéré
990,1,0,0,Faible,Intensivement,4,Risque modéré
991,1,0,1,Faible,Régulièrement,8,Risque élevé
992,0,0,0,Élevée,Régulièrement,0,Risque faible
993,0,0,1,Élevée,Régulièrement,4,Risque modéré
994,1,0,0,Faible,Parfois,6,Risque élevé
995,0,0,0,Moyenne,Parfois,2,Risque faible
996,0,0,0,Moyenne,Régulièrement,3,Risque modéré
997,1,1,0,Moyenne,Parfois,6,Risque élevé
998,0,0,0,Élevée,Intensivement,1,Risque faible
999,0,0,0,Moyenne,Rarement,3,Risque modéré
1000,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1001,0,0,0,Élevée,Régulièrement,1,Risque faible
1002,0,0,0,Élevée,Intensivement,1,Risque faible
1003,1,0,1,Élevée,Parfois,6,Risque élevé
1004,0,0,0,Moyenne,Parfois,2,Risque faible
