id_situation_eco,id_etudiant,mode_vie,a_emploi_remunere,heures_emploi_semaine,type_emploi,beneficie_bourse,montant_bourse_mensuel_fcfa,source_financement_principale,difficultes_financieres_recurrentes,depenses_mensuelles_fcfa
367,367,Location colocation,0,0,Aucun,0,0,Bourse uniquement,0,93217
368,368,Chez un proche,0,0,Aucun,0,0,Autonome,0,174670
369,369,Location colocation,1,15,Commerce informel,0,0,Bourse + parents,1,48103
370,370,Location colocation,0,0,Aucun,1,39499,Parents uniquement,0,68170
371,371,Location seul,0,0,Aucun,0,0,Parents + emploi,0,168464
372,372,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,51313
373,373,Location seul,0,0,Aucun,1,59086,Parents uniquement,0,74134
374,374,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,84306
375,375,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,104414
376,376,Location colocation,0,0,Aucun,1,62899,Emploi rémunéré,0,29573
377,377,Location colocation,0,0,Aucun,1,59347,Parents + emploi,0,43608
378,378,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,107772
379,379,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,104897
380,380,Chez les parents,1,5,Petits boulots,0,0,Bourse + parents,0,28136
381,381,Location colocation,1,15,Petits boulots,1,26326,Bourse + parents,0,101512
382,382,Cité universitaire,1,15,Auto-emploi,0,0,Parents + emploi,1,52505
383,383,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,137399
384,384,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,166102
385,385,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,64514
386,386,Location colocation,1,15,Emploi formel,1,34012,Parents + emploi,0,53563
387,387,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,174571
388,388,Location seul,0,0,Aucun,0,0,Autonome,1,31497
389,389,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,158261
390,390,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,141500
391,391,Cité universitaire,1,15,Emploi formel,1,45807,Parents uniquement,0,50298
392,392,Location seul,0,0,Aucun,0,0,Bourse uniquement,1,54080
393,393,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,50092
394,394,Cité universitaire,0,0,Aucun,1,24156,Parents + emploi,1,59790
395,395,Location seul,0,0,Aucun,0,0,Autonome,0,118601
396,396,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,64346
397,397,Location seul,0,0,Aucun,0,0,Bourse uniquement,0,49919
398,398,Location seul,0,0,Aucun,0,0,Parents + emploi,0,134214
399,399,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,74076
400,400,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,66474
401,401,Chez un proche,1,20,Auto-emploi,0,0,Parents + emploi,1,32739
402,402,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,123270
403,403,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,98016
404,404,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,68453
405,405,Chez un proche,0,0,Aucun,1,60464,Parents uniquement,0,84723
406,406,Location seul,0,0,Aucun,0,0,Parents + emploi,0,182550
407,407,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,1,79188
408,408,Location colocation,1,15,Emploi formel,0,0,Bourse uniquement,1,74605
409,409,Location seul,0,0,Aucun,0,0,Bourse + parents,0,215146
410,410,Chez un proche,0,0,Aucun,0,0,Autonome,0,97533
411,411,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,0,103920
412,412,Location colocation,0,0,Aucun,0,0,Parents uniquement,1,29234
413,413,Location colocation,0,0,Aucun,1,24481,Bourse uniquement,1,25468
414,414,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,48096
415,415,Chez les parents,0,0,Aucun,1,73009,Parents + emploi,0,76137
416,416,Chez les parents,0,0,Aucun,1,70321,Parents uniquement,0,49052
417,417,Chez les parents,0,0,Aucun,1,76002,Parents uniquement,0,63326
418,418,Location seul,1,5,Commerce informel,0,0,Parents uniquement,0,180282
419,419,Cité universitaire,0,0,Aucun,1,56929,Autonome,0,74616
420,420,Location seul,1,15,Emploi formel,1,65321,Bourse + parents,1,23327
421,421,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,64262
422,422,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,202202
423,423,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,201523
424,424,Cité universitaire,0,0,Aucun,1,78484,Parents + emploi,1,38966
425,425,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,49409
426,426,Chez un proche,0,0,Aucun,0,0,Autonome,0,186054
427,427,Chez les parents,0,0,Aucun,1,68174,Parents uniquement,0,31080
428,428,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,201107
429,429,Cité universitaire,1,10,Auto-emploi,0,0,Emploi rémunéré,1,59196
430,430,Chez un proche,0,0,Aucun,1,31048,Emploi rémunéré,0,82232
431,431,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,51810
432,432,Cité universitaire,0,0,Aucun,0,0,Autonome,0,62094
433,433,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,57125
434,434,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,105621
435,435,Location seul,0,0,Aucun,0,0,Bourse + parents,0,50245
436,436,Chez les parents,1,15,Emploi formel,0,0,Emploi rémunéré,0,94309
437,437,Location seul,0,0,Aucun,0,0,Parents uniquement,0,201486
438,438,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,68606
439,439,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,97867
440,440,Chez un proche,0,0,Aucun,0,0,Bourse + parents,1,50868
441,441,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,30944
442,442,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,34055
443,443,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,84551
444,444,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,87140
445,445,Cité universitaire,1,1,Auto-emploi,1,41396,Parents uniquement,1,93962
446,446,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,103603
447,447,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,40785
448,448,Chez un proche,1,15,Petits boulots,0,0,Emploi rémunéré,1,35598
449,449,Chez les parents,1,30,Petits boulots,0,0,Parents uniquement,0,154428
450,450,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,1,61698
451,451,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,78376
452,452,Chez les parents,0,0,Aucun,1,45424,Parents + emploi,0,54386
453,453,Chez les parents,1,20,Commerce informel,0,0,Parents + emploi,0,138510
454,454,Cité universitaire,1,10,Petits boulots,0,0,Emploi rémunéré,1,53759
455,455,Cité universitaire,1,20,Emploi formel,0,0,Parents + emploi,0,104668
456,456,Location colocation,1,30,Emploi formel,1,67178,Parents + emploi,0,126779
457,457,Location colocation,1,10,Auto-emploi,0,0,Bourse + parents,1,26802
458,458,Location colocation,1,30,Commerce informel,0,0,Parents uniquement,1,39011
459,459,Location seul,0,0,Aucun,0,0,Bourse + parents,0,135556
460,460,Location seul,0,0,Aucun,0,0,Parents uniquement,0,105168
461,461,Location colocation,1,20,Emploi formel,0,0,Emploi rémunéré,1,62345
462,462,Cité universitaire,0,0,Aucun,1,69092,Emploi rémunéré,1,76443
463,463,Location colocation,0,0,Aucun,1,45376,Parents + emploi,0,57092
464,464,Chez un proche,1,20,Auto-emploi,0,0,Parents uniquement,1,87683
465,465,Location seul,0,0,Aucun,0,0,Parents uniquement,0,61959
466,466,Chez un proche,0,0,Aucun,1,75746,Parents + emploi,0,45348
467,467,Location seul,1,20,Commerce informel,0,0,Parents uniquement,0,84879
468,468,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,219663
469,469,Chez un proche,0,0,Aucun,0,0,Bourse uniquement,0,206424
470,470,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,58717
471,471,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,81748
472,472,Cité universitaire,1,1,Commerce informel,0,0,Parents + emploi,0,29905
473,473,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,155211
474,474,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,61665
475,475,Location colocation,0,0,Aucun,1,58009,Parents uniquement,1,109659
476,476,Location seul,0,0,Aucun,0,0,Emploi rémunéré,0,124400
477,477,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,91715
478,478,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,99336
479,479,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,1,30523
480,480,Location seul,0,0,Aucun,1,55007,Parents uniquement,0,51395
481,481,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,46715
482,482,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,1,88334
483,483,Location seul,0,0,Aucun,0,0,Parents uniquement,0,192271
484,484,Location colocation,1,10,Auto-emploi,0,0,Emploi rémunéré,0,47596
485,485,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,64625
486,486,Location colocation,1,15,Auto-emploi,1,69812,Emploi rémunéré,1,106780
487,487,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,1,62440
488,488,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,29523
489,489,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,61839
490,490,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,88071
491,491,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,201882
492,492,Chez les parents,0,0,Aucun,1,34941,Parents uniquement,0,83250
493,493,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,30106
494,494,Chez les parents,0,0,Aucun,1,75184,Bourse uniquement,0,56072
495,495,Cité universitaire,1,10,Emploi formel,0,0,Parents + emploi,0,96956
496,496,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,102145
497,497,Location colocation,1,10,Petits boulots,1,36311,Parents uniquement,0,107082
498,498,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,165702
499,499,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,99992
500,500,Location seul,0,0,Aucun,0,0,Parents uniquement,1,93707
501,501,Location seul,0,0,Aucun,0,0,Parents + emploi,0,103322
502,502,Location colocation,0,0,Aucun,0,0,Autonome,0,215276
503,503,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,113990
504,504,Chez un proche,0,0,Aucun,0,0,Autonome,0,102049
505,505,Location colocation,1,15,Emploi formel,0,0,Bourse uniquement,0,47342
506,506,Cité universitaire,1,5,Emploi formel,1,72129,Parents uniquement,0,58453
507,507,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,129587
508,508,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,40441
509,509,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,102016
510,510,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,96947
511,511,Location colocation,1,10,Commerce informel,1,30159,Parents uniquement,1,28783
512,512,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,71007
513,513,Location seul,0,0,Aucun,0,0,Parents uniquement,0,181954
514,514,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,134042
515,515,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,106807
516,516,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,1,36998
517,517,Location seul,0,0,Aucun,0,0,Autonome,0,109572
518,518,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,130449
519,519,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,109721
520,520,Chez un proche,0,0,Aucun,0,0,Bourse uniquement,0,77373
521,521,Location seul,1,20,Auto-emploi,0,0,Bourse + parents,0,56288
522,522,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,98588
523,523,Cité universitaire,1,15,Commerce informel,1,36651,Bourse + parents,0,55790
524,524,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,0,63791
525,525,Chez un proche,0,0,Aucun,0,0,Autonome,0,215963
526,526,Location seul,1,15,Petits boulots,0,0,Bourse + parents,0,46232
527,527,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,64167
528,528,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,139688
529,529,Chez les parents,0,0,Aucun,1,37919,Parents uniquement,0,96237
530,530,Cité universitaire,1,15,Emploi formel,0,0,Emploi rémunéré,0,29366
531,531,Location seul,0,0,Aucun,0,0,Parents uniquement,0,66784
532,532,Location colocation,1,30,Petits boulots,0,0,Parents uniquement,1,23889
533,533,Cité universitaire,0,0,Aucun,1,20506,Parents uniquement,0,37597
534,534,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,147328
535,535,Location seul,0,0,Aucun,0,0,Parents + emploi,0,68194
536,536,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,1,40022
537,537,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,69652
538,538,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,80331
539,539,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,77040
540,540,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,192118
541,541,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,189551
542,542,Chez les parents,0,0,Aucun,0,0,Autonome,1,66555
543,543,Cité universitaire,0,0,Aucun,1,58689,Parents uniquement,1,66834
544,544,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,200882
545,545,Location seul,1,15,Auto-emploi,0,0,Emploi rémunéré,0,95322
546,546,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,56965
547,547,Chez les parents,1,15,Petits boulots,0,0,Parents uniquement,0,75622
548,548,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,1,35171
549,549,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,0,109130
550,550,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,117388
551,551,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,54192
552,552,Location seul,0,0,Aucun,0,0,Parents uniquement,0,81139
553,553,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,59158
554,554,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,63929
555,555,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,182535
556,556,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,49687
557,557,Location seul,0,0,Aucun,0,0,Parents uniquement,0,56091
558,558,Location colocation,1,10,Petits boulots,0,0,Emploi rémunéré,1,58146
559,559,Location seul,1,10,Emploi formel,0,0,Parents uniquement,0,65482
560,560,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,162000
561,561,Cité universitaire,0,0,Aucun,1,70916,Parents uniquement,1,83288
562,562,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,197869
563,563,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,133291
564,564,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,0,100950
565,565,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,84654
566,566,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,47447
567,567,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,46766
568,568,Chez un proche,1,30,Petits boulots,0,0,Parents + emploi,0,96342
569,569,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,158353
570,570,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,144308
571,571,Chez les parents,0,0,Aucun,1,36680,Parents + emploi,0,41348
572,572,Location colocation,1,5,Commerce informel,0,0,Parents uniquement,0,51858
573,573,Location colocation,0,0,Aucun,0,0,Bourse uniquement,0,60356
574,574,Chez les parents,1,10,Commerce informel,0,0,Parents uniquement,1,73407
575,575,Location colocation,0,0,Aucun,1,72634,Bourse + parents,0,104038
576,576,Location seul,0,0,Aucun,0,0,Parents + emploi,0,217443
577,577,Location colocation,0,0,Aucun,1,72439,Bourse + parents,0,210277
578,578,Chez les parents,1,15,Emploi formel,0,0,Bourse + parents,0,46945
579,579,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,55267
580,580,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,199860
581,581,Chez les parents,0,0,Aucun,1,37875,Parents uniquement,0,82621
582,582,Location colocation,0,0,Aucun,1,22809,Parents uniquement,0,62293
583,583,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,57265
584,584,Chez les parents,1,10,Petits boulots,0,0,Parents uniquement,0,194897
585,585,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,1,48562
586,586,Location colocation,1,10,Emploi formel,0,0,Parents + emploi,0,50136
587,587,Location colocation,1,15,Petits boulots,1,32174,Parents uniquement,0,58662
588,588,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,135964
589,589,Chez les parents,0,0,Aucun,0,0,Autonome,1,47954
590,590,Location seul,1,15,Auto-emploi,0,0,Parents uniquement,0,104354
591,591,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,41575
592,592,Cité universitaire,0,0,Aucun,0,0,Autonome,1,64510
593,593,Location colocation,0,0,Aucun,1,49256,Parents + emploi,1,94361
594,594,Location seul,0,0,Aucun,1,47155,Parents + emploi,0,78534
595,595,Location seul,0,0,Aucun,0,0,Parents uniquement,0,140046
596,596,Location seul,0,0,Aucun,1,41373,Bourse + parents,0,93881
597,597,Location seul,1,10,Emploi formel,0,0,Emploi rémunéré,1,70957
598,598,Chez les parents,0,0,Aucun,1,27051,Parents uniquement,0,153407
599,599,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,66404
600,600,Chez les parents,0,0,Aucun,1,49378,Emploi rémunéré,1,43828
601,601,Chez les parents,1,10,Petits boulots,0,0,Parents uniquement,1,70418
602,602,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,46922
603,603,Location seul,0,0,Aucun,0,0,Bourse + parents,0,75739
604,604,Location seul,0,0,Aucun,0,0,Parents uniquement,1,58911
605,605,Chez les parents,1,5,Auto-emploi,0,0,Bourse + parents,1,41346
606,606,Location colocation,0,0,Aucun,0,0,Parents uniquement,1,55759
607,607,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,144350
608,608,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,48487
609,609,Location colocation,0,0,Aucun,1,35789,Emploi rémunéré,0,54095
610,610,Chez un proche,0,0,Aucun,0,0,Bourse uniquement,0,55953
611,611,Cité universitaire,1,15,Petits boulots,1,33173,Parents uniquement,0,38257
612,612,Chez un proche,0,0,Aucun,0,0,Bourse + parents,1,64572
613,613,Cité universitaire,1,10,Emploi formel,0,0,Emploi rémunéré,1,41616
614,614,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,0,55512
615,615,Location seul,0,0,Aucun,0,0,Parents uniquement,0,52110
616,616,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,59269
617,617,Location seul,0,0,Aucun,0,0,Emploi rémunéré,0,92060
618,618,Location seul,0,0,Aucun,0,0,Parents uniquement,0,104668
619,619,Chez un proche,0,0,Aucun,0,0,Autonome,0,91762
620,620,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,1,45856
621,621,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,86740
622,622,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,159980
623,623,Chez un proche,1,20,Commerce informel,0,0,Bourse + parents,0,114766
624,624,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,1,57423
625,625,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,54922
626,626,Location seul,0,0,Aucun,0,0,Parents + emploi,0,89085
627,627,Location colocation,0,0,Aucun,0,0,Bourse uniquement,0,59065
628,628,Location seul,0,0,Aucun,0,0,Parents + emploi,0,62518
629,629,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,93729
630,630,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,78707
631,631,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,79562
632,632,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,94279
633,633,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,62687
634,634,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,61290
635,635,Chez un proche,0,0,Aucun,1,69757,Parents + emploi,0,42221
636,636,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,60948
637,637,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,188508
638,638,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,59785
639,639,Cité universitaire,1,15,Auto-emploi,1,22201,Autonome,1,43887
640,640,Location seul,0,0,Aucun,0,0,Autonome,0,155929
641,641,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,102712
642,642,Location colocation,1,1,Petits boulots,0,0,Emploi rémunéré,1,28691
643,643,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,173101
644,644,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,78698
645,645,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,206062
646,646,Location seul,0,0,Aucun,0,0,Bourse + parents,0,201727
647,647,Chez les parents,1,10,Petits boulots,0,0,Emploi rémunéré,0,108593
648,648,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,81617
649,649,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,138968
650,650,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,98595
651,651,Location colocation,0,0,Aucun,1,25165,Parents uniquement,0,111560
652,652,Location seul,0,0,Aucun,0,0,Parents uniquement,0,172149
653,653,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,50840
654,654,Location colocation,1,15,Commerce informel,0,0,Parents uniquement,0,100818
655,655,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,42409
656,656,Location colocation,0,0,Aucun,0,0,Bourse uniquement,1,38919
657,657,Chez les parents,0,0,Aucun,1,35404,Emploi rémunéré,0,55759
658,658,Chez un proche,0,0,Aucun,1,67131,Parents + emploi,0,94177
659,659,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,84774
660,660,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,72936
661,661,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,51763
662,662,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,55891
663,663,Location colocation,0,0,Aucun,0,0,Autonome,1,68810
664,664,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,121938
665,665,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,0,74473
666,666,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,133596
667,667,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,93489
668,668,Location colocation,1,5,Petits boulots,1,71517,Parents + emploi,1,47671
669,669,Chez les parents,1,20,Petits boulots,0,0,Bourse + parents,1,34242
670,670,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,177115
671,671,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,60555
672,672,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,73680
673,673,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,54453
674,674,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,131458
675,675,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,42871
676,676,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,64228
677,677,Location seul,0,0,Aucun,1,43215,Emploi rémunéré,0,71767
678,678,Location colocation,0,0,Aucun,1,20091,Emploi rémunéré,1,27522
679,679,Location colocation,0,0,Aucun,1,74480,Autonome,0,67567
680,680,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,34906
681,681,Chez les parents,1,10,Commerce informel,0,0,Emploi rémunéré,0,43523
682,682,Chez les parents,1,5,Commerce informel,0,0,Parents uniquement,0,103723
683,683,Location colocation,1,1,Emploi formel,0,0,Parents + emploi,0,69555
684,684,Chez un proche,0,0,Aucun,0,0,Bourse uniquement,0,100494
685,685,Chez les parents,1,5,Emploi formel,0,0,Parents uniquement,0,124586
686,686,Cité universitaire,0,0,Aucun,1,71515,Emploi rémunéré,1,54314
687,687,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,60876
688,688,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,108550
689,689,Location colocation,1,10,Auto-emploi,1,30078,Bourse + parents,0,53472
690,690,Location seul,0,0,Aucun,0,0,Bourse + parents,0,84714
691,691,Cité universitaire,1,20,Emploi formel,0,0,Bourse + parents,0,105305
692,692,Location colocation,0,0,Aucun,1,77132,Emploi rémunéré,0,93781
693,693,Chez les parents,0,0,Aucun,0,0,Autonome,0,67663
694,694,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,95530
695,695,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,52822
696,696,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,45631
697,697,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,122814
698,698,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,117850
699,699,Cité universitaire,1,10,Emploi formel,0,0,Parents uniquement,0,80555
700,700,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,167840
701,701,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,1,33191
702,702,Location seul,0,0,Aucun,0,0,Bourse + parents,0,90715
703,703,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,0,76106
704,704,Location seul,0,0,Aucun,0,0,Parents + emploi,0,102649
705,705,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,95693
706,706,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,24957
707,707,Chez un proche,1,15,Emploi formel,1,46507,Parents uniquement,0,50621
708,708,Cité universitaire,1,30,Auto-emploi,1,46042,Parents uniquement,0,58677
709,709,Location seul,0,0,Aucun,0,0,Bourse uniquement,0,70069
710,710,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,64887
711,711,Location seul,0,0,Aucun,0,0,Autonome,1,82142
712,712,Location seul,0,0,Aucun,0,0,Parents uniquement,0,214975
713,713,Cité universitaire,1,20,Commerce informel,0,0,Bourse + parents,0,103435
714,714,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,82313
715,715,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,182645
716,716,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,45471
717,717,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,155305
718,718,Chez les parents,0,0,Aucun,0,0,Parents + emploi,1,74915
719,719,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,136561
720,720,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,148404
721,721,Chez les parents,0,0,Aucun,1,42288,Parents uniquement,0,99315
722,722,Chez les parents,1,15,Commerce informel,0,0,Parents uniquement,1,103647
723,723,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,49114
724,724,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,45674
725,725,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,188109
726,726,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,61155
727,727,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,87692
728,728,Location seul,0,0,Aucun,1,27728,Parents uniquement,1,51947
729,729,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,76290
730,730,Chez un proche,0,0,Aucun,1,62405,Parents uniquement,0,82077
731,731,Location seul,0,0,Aucun,0,0,Autonome,0,54081
732,732,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,37689
733,733,Location seul,0,0,Aucun,0,0,Parents + emploi,0,109836
734,734,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,48675
735,735,Location seul,0,0,Aucun,1,57278,Bourse uniquement,0,97577
736,736,Cité universitaire,1,5,Petits boulots,0,0,Parents uniquement,1,31203
737,737,Chez un proche,0,0,Aucun,1,37671,Parents + emploi,1,29256
